,Round,Hometeam,Scorehome,Scoreaway,Awayteam,Home,Draw,Away,Date,Status
0,1,MSV Duisburg,1,3,Kaiserslautern,3.10,3.20,2.30,07-24 18:54,Live
1,1,MSV Duisburg,1,3,Kaiserslautern,3.25,3.20,2.25,07-24 17:03,Live
2,1,MSV Duisburg,1,3,Kaiserslautern,3.10,3.20,2.30,07-24 14:26,Live
3,1,MSV Duisburg,1,3,Kaiserslautern,3.30,3.25,2.20,07-23 20:25,Live
4,1,MSV Duisburg,1,3,Kaiserslautern,3.20,3.25,2.25,07-19 22:11,Live
5,1,MSV Duisburg,1,3,Kaiserslautern,3.10,3.25,2.30,06-29 11:02,Live
6,1,MSV Duisburg,1,3,Kaiserslautern,2.87,3.20,2.50,06-29 04:21,Live
7,1,Greuther Furth,1,0,Karlsruher SC,2.70,3.10,2.70,07-25 11:45,Live
8,1,Greuther Furth,1,0,Karlsruher SC,2.62,3.10,2.75,07-25 05:16,Live
9,1,Greuther Furth,1,0,Karlsruher SC,2.60,3.20,2.75,06-29 04:21,Live
10,1,St. Pauli,0,0,Arminia Bielefeld,2.45,3.20,2.90,07-25 15:01,Live
11,1,St. Pauli,0,0,Arminia Bielefeld,2.37,3.20,3.00,07-25 11:00,Live
12,1,St. Pauli,0,0,Arminia Bielefeld,2.25,3.40,3.10,06-29 11:02,Live
13,1,St. Pauli,0,0,Arminia Bielefeld,2.37,3.30,2.90,06-29 04:21,Live
14,1,FSV Frankfurt,0,1,RB Leipzig,4.75,3.75,1.70,07-25 15:01,Live
15,1,FSV Frankfurt,0,1,RB Leipzig,4.50,3.75,1.72,07-25 14:51,Live
16,1,FSV Frankfurt,0,1,RB Leipzig,4.33,3.75,1.75,07-25 14:46,Live
17,1,FSV Frankfurt,0,1,RB Leipzig,4.00,3.60,1.85,07-22 18:29,Live
18,1,FSV Frankfurt,0,1,RB Leipzig,3.80,3.50,1.95,07-20 12:16,Live
19,1,FSV Frankfurt,0,1,RB Leipzig,4.00,3.50,1.90,07-20 06:38,Live
20,1,FSV Frankfurt,0,1,RB Leipzig,4.20,3.50,1.85,07-18 17:53,Live
21,1,FSV Frankfurt,0,1,RB Leipzig,3.75,3.40,2.00,06-29 04:21,Live
22,1,SC Paderborn 07,0,1,VfL Bochum,2.10,3.40,3.40,07-26 13:01,Live
23,1,SC Paderborn 07,0,1,VfL Bochum,2.15,3.30,3.40,07-26 12:30,Live
24,1,SC Paderborn 07,0,1,VfL Bochum,2.05,3.30,3.60,07-26 09:27,Live
25,1,SC Paderborn 07,0,1,VfL Bochum,2.15,3.30,3.40,07-23 01:02,Live
26,1,SC Paderborn 07,0,1,VfL Bochum,2.10,3.30,3.40,07-22 12:33,Live
27,1,SC Paderborn 07,0,1,VfL Bochum,2.10,3.30,3.50,07-20 12:16,Live
28,1,SC Paderborn 07,0,1,VfL Bochum,2.20,3.25,3.30,07-20 02:48,Live
29,1,SC Paderborn 07,0,1,VfL Bochum,2.05,3.40,3.50,06-29 11:02,Live
30,1,SC Paderborn 07,0,1,VfL Bochum,2.20,3.30,3.30,06-29 04:21,Live
31,1,Eintracht Braunschweig,1,3,SV Sandhausen,1.90,3.40,4.00,07-26 14:47,Live
32,1,Eintracht Braunschweig,1,3,SV Sandhausen,1.83,3.50,4.33,07-26 13:15,Live
33,1,Eintracht Braunschweig,1,3,SV Sandhausen,1.80,3.50,4.50,07-26 13:09,Live
34,1,Eintracht Braunschweig,1,3,SV Sandhausen,1.75,3.50,4.75,07-25 19:28,Live
35,1,Eintracht Braunschweig,1,3,SV Sandhausen,1.80,3.50,4.50,06-29 04:20,Live
36,1,Union Berlin,1,1,Fortuna Dusseldorf,2.15,3.20,3.50,07-26 14:47,Live
37,1,Union Berlin,1,1,Fortuna Dusseldorf,2.25,3.20,3.25,07-24 10:08,Live
38,1,Union Berlin,1,1,Fortuna Dusseldorf,2.20,3.20,3.40,07-21 01:21,Live
39,1,Union Berlin,1,1,Fortuna Dusseldorf,2.25,3.20,3.20,07-20 11:42,Live
