,Round,Hometeam,Scorehome,Scoreaway,Awayteam,Home,Draw,Away
0,1,Bayern Munchen,3,1,Borussia Monchengladbach,1.13,7.48,18.26
1,1,Hertha Berlin,6,1,Eintracht Frankfurt,2.26,3.31,2.96
2,1,Bayer Leverkusen,3,1,SC Freiburg,1.43,4.31,6.45
3,1,Hannover 96,2,0,VfL Wolfsburg,2.45,3.31,2.68
4,1,TSG Hoffenheim,2,2,Nurnberg,2.10,3.31,3.27
5,1,Augsburg,0,4,Borussia Dortmund,6.31,4.07,1.48
6,1,Eintracht Braunschweig,0,1,Werder Bremen,2.78,3.34,2.36
7,1,FSV Mainz 05,3,2,VfB Stuttgart,2.32,3.30,2.87
8,1,Schalke 04,3,3,Hamburger SV,1.52,3.95,5.79
9,2,VfB Stuttgart,0,1,Bayer Leverkusen,3.21,3.35,2.14
10,2,VfL Wolfsburg,4,0,Schalke 04,2.83,3.32,2.36
11,2,Werder Bremen,1,0,Augsburg,1.76,3.52,4.35
12,2,SC Freiburg,1,2,FSV Mainz 05,2.33,3.28,2.90
13,2,Hamburger SV,1,5,TSG Hoffenheim,1.98,3.43,3.50
14,2,Eintracht Frankfurt,0,1,Bayern Munchen,9.84,5.28,1.27
15,2,Borussia Monchengladbach,3,0,Hannover 96,1.82,3.45,4.09
16,2,Nurnberg,2,2,Hertha Berlin,2.23,3.31,3.07
17,2,Borussia Dortmund,2,1,Eintracht Braunschweig,1.15,7.28,15.94
18,3,Borussia Dortmund,1,0,Werder Bremen,1.21,6.03,12.52
19,3,Bayern Munchen,2,0,Nurnberg,1.10,8.63,20.98
20,3,Bayer Leverkusen,4,2,Borussia Monchengladbach,1.56,3.86,5.65
21,3,Hannover 96,2,1,Schalke 04,2.89,3.39,2.29
22,3,TSG Hoffenheim,3,3,SC Freiburg,1.96,3.48,3.64
23,3,FSV Mainz 05,2,0,VfL Wolfsburg,2.41,3.34,2.77
24,3,Hertha Berlin,1,0,Hamburger SV,1.99,3.45,3.49
25,3,Eintracht Braunschweig,0,2,Eintracht Frankfurt,2.66,3.29,2.49
26,3,Augsburg,2,1,VfB Stuttgart,2.34,3.28,2.84
27,4,SC Freiburg,1,1,Bayern Munchen,10.17,5.51,1.25
28,4,Borussia Monchengladbach,4,1,Werder Bremen,1.85,3.50,3.89
29,4,Hannover 96,4,1,FSV Mainz 05,2.45,3.30,2.69
30,4,VfL Wolfsburg,2,0,Hertha Berlin,1.96,3.45,3.49
31,4,Nurnberg,0,1,Augsburg,2.35,3.28,2.79
32,4,Hamburger SV,4,0,Eintracht Braunschweig,1.79,3.55,4.06
33,4,Schalke 04,2,0,Bayer Leverkusen,2.78,3.37,2.37
34,4,VfB Stuttgart,6,2,TSG Hoffenheim,2.26,3.36,2.89
35,4,Eintracht Frankfurt,1,2,Borussia Dortmund,6.01,4.33,1.45
36,5,Hertha Berlin,0,1,VfB Stuttgart,2.18,3.40,3.11
37,5,Bayern Munchen,2,0,Hannover 96,1.11,8.41,17.18
38,5,Bayer Leverkusen,3,1,VfL Wolfsburg,1.76,3.66,4.20
39,5,Werder Bremen,0,3,Eintracht Frankfurt,2.37,3.30,2.82
40,5,FSV Mainz 05,0,1,Schalke 04,2.54,3.30,2.60
41,5,Augsburg,2,1,SC Freiburg,2.04,3.32,3.43
42,5,Borussia Dortmund,6,2,Hamburger SV,1.24,5.86,10.57
43,5,TSG Hoffenheim,2,1,Borussia Monchengladbach,2.42,3.34,2.71
44,5,Eintracht Braunschweig,1,1,Nurnberg,2.71,3.23,2.50
45,6,Borussia Monchengladbach,4,1,Eintracht Braunschweig,1.40,4.41,7.28
46,6,Hannover 96,2,1,Augsburg,2.28,3.30,2.89
47,6,VfL Wolfsburg,2,1,TSG Hoffenheim,1.79,3.65,4.01
48,6,Nurnberg,1,1,Borussia Dortmund,7.38,4.71,1.37
49,6,FSV Mainz 05,1,4,Bayer Leverkusen,3.20,3.38,2.12
50,6,Hamburger SV,0,2,Werder Bremen,2.06,3.42,3.30
51,6,Schalke 04,0,4,Bayern Munchen,4.98,3.99,1.58
52,6,SC Freiburg,1,1,Hertha Berlin,2.40,3.30,2.75
53,6,VfB Stuttgart,1,1,Eintracht Frankfurt,2.12,3.38,3.16
54,7,Augsburg,2,2,Borussia Monchengladbach,2.42,3.28,2.73
55,7,Hertha Berlin,3,1,FSV Mainz 05,2.15,3.32,3.12
56,7,Borussia Dortmund,5,0,SC Freiburg,1.18,6.66,12.38
57,7,Bayern Munchen,1,0,VfL Wolfsburg,1.14,7.83,15.15
58,7,Bayer Leverkusen,2,0,Hannover 96,1.35,4.79,7.63
59,7,TSG Hoffenheim,3,3,Schalke 04,2.71,3.34,2.39
60,7,Eintracht Frankfurt,2,2,Hamburger SV,1.89,3.53,3.61
61,7,Werder Bremen,3,3,Nurnberg,2.08,3.35,3.24
62,7,Eintracht Braunschweig,0,4,VfB Stuttgart,3.45,3.40,2.02
63,8,Hannover 96,1,1,Hertha Berlin,2.34,3.34,2.79
64,8,VfB Stuttgart,1,1,Werder Bremen,1.83,3.57,3.85
65,8,FSV Mainz 05,2,2,TSG Hoffenheim,2.27,3.34,2.87
66,8,VfL Wolfsburg,0,2,Eintracht Braunschweig,1.30,5.04,8.80
67,8,Schalke 04,4,1,Augsburg,1.63,3.91,4.68
68,8,Borussia Monchengladbach,2,0,Borussia Dortmund,4.49,3.73,1.68
69,8,Bayer Leverkusen,1,1,Bayern Munchen,4.69,3.85,1.63
70,8,Nurnberg,0,5,Hamburger SV,2.40,3.31,2.70
71,8,SC Freiburg,1,1,Eintracht Frankfurt,2.55,3.26,2.57
72,9,TSG Hoffenheim,1,2,Bayer Leverkusen,3.36,3.40,2.04
73,9,Eintracht Braunschweig,2,3,Schalke 04,4.50,3.65,1.71
74,9,Eintracht Frankfurt,1,1,Nurnberg,1.58,3.84,5.45
75,9,Borussia Dortmund,1,0,Hannover 96,1.19,6.48,12.13
76,9,Bayern Munchen,4,1,FSV Mainz 05,1.11,8.24,18.81
77,9,Werder Bremen,0,0,SC Freiburg,1.94,3.42,3.63
78,9,Hertha Berlin,1,0,Borussia Monchengladbach,2.39,3.29,2.75
79,9,Hamburger SV,3,3,VfB Stuttgart,2.38,3.40,2.72
80,9,Augsburg,1,2,VfL Wolfsburg,2.38,3.30,2.79
81,10,VfB Stuttgart,1,1,Nurnberg,1.61,3.84,5.00
82,10,FSV Mainz 05,2,0,Eintracht Braunschweig,1.51,4.09,5.76
83,10,Bayer Leverkusen,2,1,Augsburg,1.49,4.15,5.77
84,10,Hannover 96,1,4,TSG Hoffenheim,2.28,3.36,2.86
85,10,Bayern Munchen,3,2,Hertha Berlin,1.09,9.03,19.87
86,10,Schalke 04,1,3,Borussia Dortmund,3.48,3.47,1.95
87,10,VfL Wolfsburg,3,0,Werder Bremen,1.69,3.69,4.50
88,10,SC Freiburg,0,3,Hamburger SV,2.48,3.27,2.63
89,10,Borussia Monchengladbach,4,1,Eintracht Frankfurt,2.03,3.44,3.35
90,11,Borussia Dortmund,6,1,VfB Stuttgart,1.28,5.27,8.97
91,11,Hertha Berlin,0,2,Schalke 04,2.37,3.32,2.77
92,11,Hamburger SV,0,2,Borussia Monchengladbach,2.28,3.37,2.82
93,11,Eintracht Braunschweig,1,0,Bayer Leverkusen,5.96,4.08,1.50
94,11,Nurnberg,0,3,SC Freiburg,2.15,3.34,3.15
95,11,TSG Hoffenheim,1,2,Bayern Munchen,9.13,5.45,1.27
96,11,Eintracht Frankfurt,1,2,VfL Wolfsburg,2.20,3.35,3.02
97,11,Augsburg,2,1,FSV Mainz 05,2.01,3.37,3.46
98,11,Werder Bremen,3,2,Hannover 96,2.10,3.40,3.20
99,12,Hannover 96,0,0,Eintracht Braunschweig,1.59,3.89,5.05
100,12,Bayer Leverkusen,5,3,Hamburger SV,1.53,4.08,5.42
101,12,Bayern Munchen,3,0,Augsburg,1.12,8.08,18.37
102,12,Schalke 04,3,1,Werder Bremen,1.59,3.89,5.06
103,12,VfL Wolfsburg,2,1,Borussia Dortmund,4.36,3.74,1.70
104,12,TSG Hoffenheim,2,3,Hertha Berlin,2.09,3.42,3.16
105,12,Borussia Monchengladbach,3,1,Nurnberg,1.53,3.99,5.78
106,12,FSV Mainz 05,1,0,Eintracht Frankfurt,2.39,3.27,2.77
107,12,SC Freiburg,1,3,VfB Stuttgart,2.74,3.31,2.40
108,13,VfB Stuttgart,0,2,Borussia Monchengladbach,2.21,3.36,3.02
109,13,Nurnberg,1,1,VfL Wolfsburg,3.17,3.30,2.16
110,13,Augsburg,2,0,TSG Hoffenheim,2.06,3.37,3.37
111,13,Eintracht Braunschweig,0,1,SC Freiburg,2.21,3.27,3.12
112,13,Eintracht Frankfurt,3,3,Schalke 04,2.47,3.31,2.66
113,13,Hertha Berlin,0,1,Bayer Leverkusen,2.92,3.30,2.28
114,13,Borussia Dortmund,0,3,Bayern Munchen,2.92,3.33,2.28
115,13,Hamburger SV,3,1,Hannover 96,2.00,3.47,3.42
116,13,Werder Bremen,2,3,FSV Mainz 05,2.31,3.32,2.92
117,14,VfL Wolfsburg,1,1,Hamburger SV,1.85,3.62,3.78
118,14,Bayer Leverkusen,3,0,Nurnberg,1.35,4.84,7.47
119,14,Bayern Munchen,2,0,Eintracht Braunschweig,1.06,10.72,27.95
120,14,TSG Hoffenheim,4,4,Werder Bremen,1.87,3.56,3.79
121,14,FSV Mainz 05,1,3,Borussia Dortmund,5.50,4.19,1.52
122,14,Hertha Berlin,0,0,Augsburg,2.07,3.34,3.35
123,14,Schalke 04,3,0,VfB Stuttgart,1.77,3.66,4.08
124,14,Hannover 96,2,0,Eintracht Frankfurt,2.34,3.34,2.83
125,14,Borussia Monchengladbach,1,0,SC Freiburg,1.47,4.17,6.33
126,15,Nurnberg,1,1,FSV Mainz 05,2.59,3.19,2.64
127,15,Borussia Monchengladbach,2,1,Schalke 04,2.24,3.40,2.96
128,15,VfB Stuttgart,4,2,Hannover 96,1.92,3.50,3.68
129,15,Werder Bremen,0,7,Bayern Munchen,10.76,6.37,1.22
130,15,Hamburger SV,0,1,Augsburg,2.12,3.39,3.24
131,15,Eintracht Frankfurt,1,2,TSG Hoffenheim,2.09,3.41,3.26
132,15,Borussia Dortmund,0,1,Bayer Leverkusen,1.56,4.05,5.34
133,15,SC Freiburg,0,3,VfL Wolfsburg,3.38,3.37,2.05
134,15,Eintracht Braunschweig,0,2,Hertha Berlin,3.24,3.28,2.11
135,16,Hertha Berlin,3,2,Werder Bremen,1.67,3.71,4.84
136,16,TSG Hoffenheim,2,2,Borussia Dortmund,4.82,3.95,1.62
137,16,FSV Mainz 05,0,0,Borussia Monchengladbach,2.64,3.30,2.52
138,16,Augsburg,4,1,Eintracht Braunschweig,1.54,3.94,5.93
139,16,Hannover 96,3,3,Nurnberg,1.95,3.44,3.59
140,16,Bayern Munchen,3,1,Hamburger SV,1.10,8.99,20.97
141,16,VfL Wolfsburg,3,1,VfB Stuttgart,1.79,3.57,4.13
142,16,Schalke 04,2,0,SC Freiburg,1.39,4.51,7.25
143,16,Bayer Leverkusen,0,1,Eintracht Frankfurt,1.49,4.17,6.26
144,17,Eintracht Frankfurt,1,1,Augsburg,2.33,3.30,2.86
145,17,SC Freiburg,2,1,Hannover 96,2.44,3.26,2.79
146,17,Hamburger SV,2,3,FSV Mainz 05,2.03,3.37,3.42
147,17,Eintracht Braunschweig,1,0,TSG Hoffenheim,3.56,3.44,1.98
148,17,Werder Bremen,1,0,Bayer Leverkusen,4.25,3.65,1.77
149,17,Borussia Dortmund,1,2,Hertha Berlin,1.34,4.99,8.00
150,17,Nurnberg,0,0,Schalke 04,3.45,3.38,2.04
151,17,Borussia Monchengladbach,2,2,VfL Wolfsburg,2.06,3.36,3.39
152,17,VfB Stuttgart,1,2,Bayern Munchen,9.06,5.66,1.26
153,18,Borussia Monchengladbach,0,2,Bayern Munchen,7.99,4.81,1.35
154,18,SC Freiburg,3,2,Bayer Leverkusen,4.37,3.60,1.74
155,18,VfL Wolfsburg,1,3,Hannover 96,1.58,3.90,5.24
156,18,Nurnberg,4,0,TSG Hoffenheim,2.57,3.33,2.55
157,18,VfB Stuttgart,1,2,FSV Mainz 05,1.96,3.42,3.56
158,18,Borussia Dortmund,2,2,Augsburg,1.30,5.12,8.51
159,18,Eintracht Frankfurt,1,0,Hertha Berlin,2.32,3.31,2.87
160,18,Werder Bremen,0,0,Eintracht Braunschweig,1.73,3.61,4.43
161,18,Hamburger SV,0,3,Schalke 04,2.73,3.43,2.38
162,19,Eintracht Braunschweig,1,2,Borussia Dortmund,8.49,5.37,1.29
163,19,Bayer Leverkusen,2,1,VfB Stuttgart,1.50,4.16,5.73
164,19,Schalke 04,2,1,VfL Wolfsburg,2.04,3.41,3.31
165,19,Augsburg,3,1,Werder Bremen,1.69,3.70,4.55
166,19,FSV Mainz 05,2,0,SC Freiburg,1.74,3.60,4.33
167,19,TSG Hoffenheim,3,0,Hamburger SV,2.04,3.50,3.27
168,19,Hannover 96,3,1,Borussia Monchengladbach,2.73,3.25,2.44
169,19,Hertha Berlin,1,3,Nurnberg,1.77,3.60,4.18
170,19,Bayern Munchen,5,0,Eintracht Frankfurt,1.10,9.35,21.66
171,20,Borussia Monchengladbach,0,1,Bayer Leverkusen,2.56,3.29,2.58
172,20,Nurnberg,0,2,Bayern Munchen,11.42,6.34,1.20
173,20,SC Freiburg,1,1,TSG Hoffenheim,2.51,3.34,2.62
174,20,VfL Wolfsburg,3,0,FSV Mainz 05,1.75,3.66,4.24
175,20,Eintracht Frankfurt,3,0,Eintracht Braunschweig,1.60,3.76,5.27
176,20,Werder Bremen,1,5,Borussia Dortmund,6.70,4.40,1.43
177,20,Hamburger SV,0,3,Hertha Berlin,2.52,3.32,2.63
178,20,VfB Stuttgart,1,4,Augsburg,2.38,3.29,2.81
179,20,Schalke 04,2,0,Hannover 96,1.56,3.97,5.40
180,21,FSV Mainz 05,2,0,Hannover 96,1.94,3.43,3.58
181,21,Borussia Dortmund,4,0,Eintracht Frankfurt,1.28,5.31,9.06
182,21,Werder Bremen,1,1,Borussia Monchengladbach,3.29,3.36,2.08
183,21,TSG Hoffenheim,4,1,VfB Stuttgart,1.95,3.50,3.51
184,21,Bayern Munchen,4,0,SC Freiburg,1.08,9.37,26.02
185,21,Eintracht Braunschweig,4,2,Hamburger SV,2.66,3.24,2.50
186,21,Bayer Leverkusen,1,2,Schalke 04,2.04,3.43,3.34
187,21,Augsburg,0,1,Nurnberg,1.80,3.50,4.17
188,21,Hertha Berlin,1,2,VfL Wolfsburg,2.36,3.25,2.81
189,22,Schalke 04,0,0,FSV Mainz 05,1.68,3.70,4.68
190,22,Borussia Monchengladbach,2,2,TSG Hoffenheim,1.88,3.52,3.73
