,Round,Hometeam,Scorehome,Scoreaway,Awayteam,Home,Draw,Away
147,17,Eintracht Frankfurt,1,0,FSV Mainz 05,2.14,3.48,3.21
148,17,TSG Hoffenheim,1,1,Borussia Monchengladbach,2.13,3.68,3.10
149,17,VfL Bochum,0,1,Union Berlin,2.81,3.34,2.42
150,17,Hertha Berlin,3,2,Borussia Dortmund,4.44,4.03,1.70
151,17,SC Freiburg,2,1,Bayer Leverkusen,2.67,3.55,2.41
152,17,FC Koln,1,0,VfB Stuttgart,2.06,3.58,3.34
153,18,Bayern Munchen,1,2,Borussia Monchengladbach,1.23,6.60,10.24
154,18,Greuther Furth,0,0,VfB Stuttgart,3.57,3.54,1.97
155,18,SC Freiburg,2,2,Arminia Bielefeld,1.61,3.88,5.18
156,18,TSG Hoffenheim,3,1,Augsburg,1.55,4.22,5.40
157,18,RB Leipzig,4,1,FSV Mainz 05,1.58,4.19,5.12
158,18,Bayer Leverkusen,2,2,Union Berlin,1.75,3.79,4.32
159,18,Eintracht Frankfurt,2,3,Borussia Dortmund,3.39,3.80,1.94
160,18,Hertha Berlin,1,3,FC Koln,2.59,3.38,2.58
161,18,VfL Bochum,1,0,VfL Wolfsburg,3.17,3.46,2.16
162,19,Borussia Dortmund,5,1,SC Freiburg,1.51,4.44,5.51
163,19,Union Berlin,2,1,TSG Hoffenheim,2.45,3.46,2.67
164,19,FC Koln,0,4,Bayern Munchen,7.95,5.63,1.31
165,19,VfL Wolfsburg,0,0,Hertha Berlin,1.87,3.54,3.97
166,19,VfB Stuttgart,0,2,RB Leipzig,4.58,4.00,1.66
167,19,FSV Mainz 05,1,0,VfL Bochum,1.62,3.83,5.32
168,19,Borussia Monchengladbach,1,2,Bayer Leverkusen,2.42,3.58,2.65
169,19,Augsburg,1,1,Eintracht Frankfurt,3.15,3.42,2.17
170,19,Arminia Bielefeld,2,2,Greuther Furth,1.82,3.61,4.15
171,20,Eintracht Frankfurt,0,2,Arminia Bielefeld,1.70,3.67,4.75
172,20,Greuther Furth,2,1,FSV Mainz 05,4.35,3.65,1.77
173,20,Borussia Monchengladbach,1,2,Union Berlin,2.04,3.44,3.44
174,20,Bayer Leverkusen,5,1,Augsburg,1.42,4.49,6.72
175,20,SC Freiburg,2,0,VfB Stuttgart,1.84,3.57,4.04
176,20,TSG Hoffenheim,2,3,Borussia Dortmund,2.93,3.82,2.13
177,20,VfL Bochum,2,2,FC Koln,3.00,3.36,2.27
178,20,RB Leipzig,2,0,VfL Wolfsburg,1.56,4.09,5.39
179,20,Hertha Berlin,1,4,Bayern Munchen,8.84,6.03,1.27
180,21,Hertha Berlin,1,1,VfL Bochum,2.07,3.43,3.40
181,21,VfB Stuttgart,2,3,Eintracht Frankfurt,2.66,3.47,2.45
182,21,FC Koln,1,0,SC Freiburg,2.21,3.48,3.00
183,21,Augsburg,2,0,Union Berlin,3.04,3.32,2.27
184,21,FSV Mainz 05,2,0,TSG Hoffenheim,2.40,3.49,2.75
185,21,Arminia Bielefeld,1,1,Borussia Monchengladbach,3.52,3.50,2.00
186,21,Bayern Munchen,3,2,RB Leipzig,1.46,4.74,5.83
187,21,Borussia Dortmund,2,5,Bayer Leverkusen,1.87,3.97,3.61
188,21,VfL Wolfsburg,4,1,Greuther Furth,1.53,4.15,5.91
189,22,RB Leipzig,3,1,FC Koln,1.51,4.40,5.55
190,22,Borussia Monchengladbach,3,2,Augsburg,1.65,4.02,4.69
191,22,Eintracht Frankfurt,0,2,VfL Wolfsburg,2.13,3.44,3.18
192,22,VfL Bochum,4,2,Bayern Munchen,11.59,6.89,1.21
193,22,Greuther Furth,2,1,Hertha Berlin,3.19,3.38,2.18
194,22,SC Freiburg,1,1,FSV Mainz 05,2.09,3.42,3.30
195,22,Bayer Leverkusen,4,2,VfB Stuttgart,1.50,4.41,5.54
196,22,Union Berlin,0,3,Borussia Dortmund,3.59,3.73,1.90
197,22,TSG Hoffenheim,2,0,Arminia Bielefeld,1.55,4.19,5.33
198,23,FSV Mainz 05,3,2,Bayer Leverkusen,2.81,3.57,2.30
199,23,Augsburg,1,2,SC Freiburg,2.87,3.42,2.33
200,23,VfB Stuttgart,1,1,VfL Bochum,2.07,3.48,3.36
201,23,Arminia Bielefeld,1,0,Union Berlin,3.09,3.34,2.24
202,23,VfL Wolfsburg,1,2,TSG Hoffenheim,2.64,3.45,2.47
203,23,FC Koln,1,0,Eintracht Frankfurt,2.31,3.43,2.86
204,23,Bayern Munchen,4,1,Greuther Furth,1.07,12.25,29.06
205,23,Borussia Dortmund,6,0,Borussia Monchengladbach,1.59,4.19,4.97
206,23,Hertha Berlin,1,6,RB Leipzig,4.90,3.87,1.66
207,24,TSG Hoffenheim,2,1,VfB Stuttgart,1.66,3.99,4.67
208,24,SC Freiburg,3,0,Hertha Berlin,1.74,3.76,4.35
209,24,Borussia Monchengladbach,2,2,VfL Wolfsburg,1.97,3.52,3.57
210,24,Greuther Furth,1,1,FC Koln,3.70,3.68,1.89
211,24,Union Berlin,3,1,FSV Mainz 05,2.29,3.31,3.00
212,24,Bayer Leverkusen,3,0,Arminia Bielefeld,1.33,5.09,8.35
213,24,Eintracht Frankfurt,0,1,Bayern Munchen,7.13,5.23,1.35
214,24,VfL Bochum,0,1,RB Leipzig,4.53,3.89,1.69
215,24,Augsburg,1,1,Borussia Dortmund,5.41,4.37,1.53
216,25,Arminia Bielefeld,0,1,Augsburg,2.42,3.28,2.86
217,25,VfL Bochum,2,1,Greuther Furth,1.76,3.71,4.30
218,25,VfL Wolfsburg,1,0,Union Berlin,2.18,3.31,3.20
219,25,Hertha Berlin,1,4,Eintracht Frankfurt,3.00,3.29,2.36
220,25,RB Leipzig,1,1,SC Freiburg,1.55,4.17,5.32
221,25,Bayern Munchen,1,1,Bayer Leverkusen,1.36,5.35,6.70
222,25,VfB Stuttgart,3,2,Borussia Monchengladbach,2.89,3.47,2.28
223,25,FC Koln,0,1,TSG Hoffenheim,2.65,3.44,2.49
224,25,FSV Mainz 05,0,1,Borussia Dortmund,3.41,3.64,2.01
225,26,Union Berlin,1,1,VfB Stuttgart,1.89,3.60,3.87
226,26,SC Freiburg,3,2,VfL Wolfsburg,2.13,3.47,3.22
227,26,TSG Hoffenheim,1,1,Bayern Munchen,4.92,4.67,1.54
228,26,Borussia Monchengladbach,2,0,Hertha Berlin,1.58,4.25,5.26
229,26,Bayer Leverkusen,0,1,FC Koln,1.60,4.22,4.79
230,26,Borussia Dortmund,1,0,Arminia Bielefeld,1.25,5.90,10.35
231,26,Eintracht Frankfurt,2,1,VfL Bochum,1.84,3.56,4.14
232,26,Greuther Furth,1,6,RB Leipzig,7.16,4.86,1.39
233,26,Augsburg,2,1,FSV Mainz 05,2.79,3.36,2.43
234,27,VfL Bochum,0,2,Borussia Monchengladbach,2.76,3.43,2.39
235,27,Hertha Berlin,3,0,TSG Hoffenheim,3.83,3.80,1.85
236,27,FSV Mainz 05,4,0,Arminia Bielefeld,1.71,3.65,4.82
237,27,Greuther Furth,0,0,SC Freiburg,3.95,3.77,1.82
238,27,VfB Stuttgart,3,2,Augsburg,2.20,3.45,3.11
239,27,Bayern Munchen,4,0,Union Berlin,1.24,6.31,10.24
240,27,RB Leipzig,0,0,Eintracht Frankfurt,1.49,4.37,6.07
241,27,VfL Wolfsburg,0,2,Bayer Leverkusen,3.24,3.57,2.08
242,27,FC Koln,1,1,Borussia Dortmund,3.37,3.78,1.97
243,28,Union Berlin,1,0,FC Koln,2.17,3.39,3.20
244,28,TSG Hoffenheim,1,2,VfL Bochum,1.50,4.36,5.72
245,28,Eintracht Frankfurt,0,0,Greuther Furth,1.46,4.54,6.17
246,28,SC Freiburg,1,4,Bayern Munchen,5.91,4.75,1.45
247,28,Bayer Leverkusen,2,1,Hertha Berlin,1.35,5.20,7.43
248,28,Arminia Bielefeld,1,1,VfB Stuttgart,2.74,3.27,2.53
249,28,Borussia Dortmund,1,4,RB Leipzig,2.29,3.58,2.83
250,28,Augsburg,3,0,VfL Wolfsburg,2.67,3.23,2.58
251,28,Borussia Monchengladbach,1,1,FSV Mainz 05,2.10,3.55,3.23
252,29,VfB Stuttgart,0,2,Borussia Dortmund,3.72,3.82,1.87
253,29,FC Koln,3,2,FSV Mainz 05,2.44,3.33,2.79
254,29,VfL Wolfsburg,4,0,Arminia Bielefeld,1.66,3.83,5.00
255,29,Bayern Munchen,1,0,Augsburg,1.10,9.82,21.09
256,29,Greuther Furth,0,2,Borussia Monchengladbach,4.18,3.86,1.76
257,29,Hertha Berlin,1,4,Union Berlin,2.71,3.32,2.52
258,29,VfL Bochum,0,0,Bayer Leverkusen,4.16,3.87,1.75
259,29,Eintracht Frankfurt,1,2,SC Freiburg,2.30,3.42,2.94
260,29,RB Leipzig,3,0,TSG Hoffenheim,1.56,4.33,5.10
261,30,SC Freiburg,3,0,VfL Bochum,1.69,3.85,4.66
262,30,Borussia Dortmund,6,1,VfL Wolfsburg,1.50,4.36,5.78
263,30,Augsburg,0,1,Hertha Berlin,2.12,3.37,3.37
264,30,FSV Mainz 05,0,0,VfB Stuttgart,1.88,3.53,4.00
265,30,Borussia Monchengladbach,1,3,FC Koln,2.02,3.57,3.39
266,30,Arminia Bielefeld,0,3,Bayern Munchen,12.96,7.24,1.18
267,30,TSG Hoffenheim,0,0,Greuther Furth,1.27,5.70,10.17
268,30,Union Berlin,2,0,Eintracht Frankfurt,2.29,3.31,3.05
269,30,Bayer Leverkusen,0,1,RB Leipzig,2.63,3.56,2.46
270,31,VfL Wolfsburg,5,0,FSV Mainz 05,2.42,3.31,2.86
271,31,FC Koln,3,1,Arminia Bielefeld,1.64,3.87,5.04
272,31,Greuther Furth,1,4,Bayer Leverkusen,6.59,4.67,1.43
273,31,SC Freiburg,3,3,Borussia Monchengladbach,2.04,3.56,3.37
274,31,RB Leipzig,1,2,Union Berlin,1.48,4.30,6.28
275,31,Eintracht Frankfurt,2,2,TSG Hoffenheim,2.31,3.51,2.87
276,31,Bayern Munchen,3,1,Borussia Dortmund,1.44,4.99,5.89
277,31,VfL Bochum,0,2,Augsburg,2.19,3.34,3.19
278,31,Hertha Berlin,2,0,VfB Stuttgart,2.62,3.38,2.55
279,32,Union Berlin,1,1,Greuther Furth,1.38,4.66,8.42
280,32,Augsburg,1,4,FC Koln,2.65,3.39,2.54
281,32,Borussia Dortmund,3,4,VfL Bochum,1.37,5.06,7.24
282,32,VfB Stuttgart,1,1,VfL Wolfsburg,2.27,3.44,2.99
283,32,FSV Mainz 05,3,1,Bayern Munchen,5.67,4.66,1.48
284,32,Arminia Bielefeld,1,1,Hertha Berlin,2.46,3.26,2.85
285,32,TSG Hoffenheim,3,4,SC Freiburg,2.12,3.62,3.17
286,32,Bayer Leverkusen,2,0,Eintracht Frankfurt,1.64,4.17,4.88
287,32,Borussia Monchengladbach,3,1,RB Leipzig,3.76,3.81,1.87
288,33,VfL Bochum,2,1,Arminia Bielefeld,1.93,3.56,3.71
289,33,SC Freiburg,1,4,Union Berlin,2.04,3.46,3.44
290,33,FC Koln,0,1,VfL Wolfsburg,1.92,3.67,3.75
291,33,TSG Hoffenheim,2,4,Bayer Leverkusen,2.73,3.74,2.36
292,33,Greuther Furth,1,3,Borussia Dortmund,8.23,5.61,1.30
293,33,Hertha Berlin,1,2,FSV Mainz 05,2.80,3.37,2.43
294,33,Eintracht Frankfurt,1,1,Borussia Monchengladbach,2.09,3.68,3.16
295,33,Bayern Munchen,2,2,VfB Stuttgart,1.19,7.19,11.92
296,33,RB Leipzig,4,0,Augsburg,1.28,5.52,9.68
297,34,FSV Mainz 05,2,2,Eintracht Frankfurt,1.87,3.93,3.88
298,34,VfL Wolfsburg,2,2,Bayern Munchen,5.24,4.96,1.50
299,34,Borussia Dortmund,2,1,Hertha Berlin,1.36,5.52,7.12
300,34,Bayer Leverkusen,2,1,SC Freiburg,2.21,3.76,3.21
301,34,Arminia Bielefeld,1,1,RB Leipzig,7.58,5.21,1.37
302,34,Union Berlin,3,2,VfL Bochum,1.52,4.31,5.96
303,34,Augsburg,2,1,Greuther Furth,1.56,4.25,5.35
304,34,Borussia Monchengladbach,5,1,TSG Hoffenheim,2.26,3.88,2.75
305,34,VfB Stuttgart,2,1,FC Koln,2.48,3.58,2.64
