,Round,Hometeam,Scorehome,Scoreaway,Awayteam,Home,Draw,Away
72,9,FSV Mainz 05,1,6,Werder Bremen,4.66,3.37,1.67
73,9,VfL Bochum,0,1,VfL Wolfsburg,2.18,3.16,2.95
74,9,Borussia Monchengladbach,0,2,Bayer Leverkusen,2.18,3.14,3.00
75,9,Hamburger SV,0,0,Hannover 96,1.66,3.40,4.66
76,9,Nurnberg,1,1,Borussia Dortmund,2.37,3.07,2.74
77,9,Bayern Munchen,2,0,Eintracht Frankfurt,1.27,4.55,9.50
78,9,Energie Cottbus,2,0,Hertha Berlin,2.76,3.12,2.33
79,9,Arminia Bielefeld,5,1,Alemannia Aachen,2.07,3.19,3.28
80,9,VfB Stuttgart,3,0,Schalke 04,2.40,3.12,2.67
81,10,Hannover 96,0,2,VfL Bochum,1.81,3.26,3.97
82,10,Werder Bremen,1,1,Energie Cottbus,1.23,5.05,10.07
83,10,VfL Wolfsburg,1,0,Hamburger SV,2.56,3.08,2.53
84,10,Hertha Berlin,2,1,Nurnberg,1.86,3.15,3.93
85,10,Bayer Leverkusen,1,1,FSV Mainz 05,1.53,3.60,5.54
86,10,Alemannia Aachen,2,4,VfB Stuttgart,2.70,3.16,2.35
87,10,Borussia Dortmund,1,1,Arminia Bielefeld,1.64,3.36,4.72
88,10,Eintracht Frankfurt,1,0,Borussia Monchengladbach,2.01,3.11,3.45
89,10,Schalke 04,2,2,Bayern Munchen,2.53,3.11,2.55
90,11,Nurnberg,1,2,Werder Bremen,4.08,3.31,1.81
91,11,VfB Stuttgart,2,0,Hamburger SV,1.79,3.29,4.11
92,11,Borussia Dortmund,0,0,Alemannia Aachen,1.59,3.47,5.30
93,11,FSV Mainz 05,1,2,VfL Wolfsburg,2.22,3.16,3.00
94,11,Bayern Munchen,0,1,Hannover 96,1.21,5.43,11.35
95,11,Energie Cottbus,0,1,Eintracht Frankfurt,2.05,3.16,3.36
96,11,Arminia Bielefeld,2,2,Hertha Berlin,2.39,3.14,2.73
97,11,VfL Bochum,1,3,Bayer Leverkusen,2.82,3.20,2.29
98,11,Borussia Monchengladbach,0,2,Schalke 04,2.67,3.16,2.45
99,12,Werder Bremen,1,3,Borussia Dortmund,1.48,3.70,6.39
100,12,Hertha Berlin,3,3,VfL Bochum,1.47,3.71,6.42
101,12,Bayer Leverkusen,2,3,Bayern Munchen,3.02,3.19,2.18
102,12,Schalke 04,4,0,FSV Mainz 05,1.39,3.96,7.68
103,12,Eintracht Frankfurt,0,3,Arminia Bielefeld,2.02,3.12,3.49
104,12,Hamburger SV,1,1,Borussia Monchengladbach,1.74,3.33,4.39
105,12,VfL Wolfsburg,0,0,Energie Cottbus,1.87,3.21,3.89
106,12,Alemannia Aachen,1,1,Nurnberg,2.45,3.13,2.66
107,12,Hannover 96,1,2,VfB Stuttgart,3.01,3.17,2.19
108,13,VfL Bochum,4,3,Eintracht Frankfurt,2.32,3.11,2.81
109,13,Nurnberg,3,2,Bayer Leverkusen,2.34,3.07,2.81
110,13,Borussia Dortmund,1,2,Hertha Berlin,2.09,3.09,3.31
111,13,Bayern Munchen,2,1,VfB Stuttgart,1.60,3.48,5.08
112,13,Energie Cottbus,2,4,Schalke 04,3.28,3.16,2.05
113,13,FSV Mainz 05,0,0,Hamburger SV,2.70,3.11,2.40
114,13,Alemannia Aachen,2,2,Werder Bremen,4.97,3.50,1.62
115,13,Arminia Bielefeld,0,0,VfL Wolfsburg,1.96,3.18,3.54
116,13,Borussia Monchengladbach,0,1,Hannover 96,1.92,3.20,3.68
117,14,Schalke 04,2,1,VfL Bochum,1.37,4.04,7.37
118,14,Werder Bremen,3,0,Arminia Bielefeld,1.42,3.78,6.66
119,14,VfL Wolfsburg,1,1,Nurnberg,2.20,3.06,3.04
120,14,Eintracht Frankfurt,1,1,Borussia Dortmund,2.49,3.07,2.64
121,14,Hamburger SV,1,2,Bayern Munchen,3.77,3.20,1.86
122,14,Hannover 96,1,0,FSV Mainz 05,1.84,3.21,3.89
123,14,Hertha Berlin,2,1,Alemannia Aachen,1.52,3.59,5.82
124,14,Bayer Leverkusen,3,1,Energie Cottbus,1.60,3.47,5.03
125,14,VfB Stuttgart,1,0,Borussia Monchengladbach,1.46,3.76,6.53
126,15,FSV Mainz 05,0,0,VfB Stuttgart,3.66,3.28,1.91
127,15,VfL Bochum,2,1,Hamburger SV,2.57,3.12,2.52
128,15,Werder Bremen,3,1,Hertha Berlin,1.58,3.55,5.22
129,15,Arminia Bielefeld,0,0,Bayer Leverkusen,2.33,3.18,2.76
130,15,Borussia Dortmund,1,0,VfL Wolfsburg,1.75,3.23,4.38
131,15,Bayern Munchen,1,1,Borussia Monchengladbach,1.21,5.48,11.80
132,15,Energie Cottbus,0,1,Hannover 96,2.22,3.14,2.99
133,15,Alemannia Aachen,2,3,Eintracht Frankfurt,2.27,3.15,2.92
134,15,Nurnberg,0,0,Schalke 04,2.96,3.13,2.26
135,16,Bayer Leverkusen,2,1,Hertha Berlin,2.16,3.18,3.08
136,16,VfB Stuttgart,1,0,VfL Bochum,1.45,3.79,6.58
137,16,Bayern Munchen,2,1,Energie Cottbus,1.19,5.76,12.70
138,16,Eintracht Frankfurt,2,6,Werder Bremen,4.12,3.31,1.80
139,16,Borussia Monchengladbach,1,1,FSV Mainz 05,1.79,3.24,4.22
140,16,Hamburger SV,0,0,Nurnberg,2.20,3.09,3.09
141,16,Hannover 96,1,1,Arminia Bielefeld,2.08,3.13,3.39
142,16,Schalke 04,3,1,Borussia Dortmund,1.77,3.24,4.36
143,16,VfL Wolfsburg,1,2,Alemannia Aachen,1.84,3.21,4.09
144,17,VfL Bochum,2,0,Borussia Monchengladbach,2.15,3.19,3.07
145,17,Energie Cottbus,0,0,VfB Stuttgart,3.42,3.26,1.99
146,17,FSV Mainz 05,0,4,Bayern Munchen,5.66,3.72,1.53
147,17,Hertha Berlin,1,0,Eintracht Frankfurt,1.66,3.46,4.88
148,17,Nurnberg,3,1,Hannover 96,2.00,3.16,3.59
149,17,Alemannia Aachen,3,3,Hamburger SV,2.52,3.18,2.58
150,17,Arminia Bielefeld,0,1,Schalke 04,3.19,3.22,2.10
151,17,Borussia Dortmund,1,2,Bayer Leverkusen,2.16,3.19,3.09
152,17,Werder Bremen,2,1,VfL Wolfsburg,1.35,4.32,8.07
153,18,Borussia Dortmund,3,2,Bayern Munchen,3.38,3.18,2.00
154,18,Eintracht Frankfurt,1,3,Schalke 04,3.23,3.17,2.10
155,18,Energie Cottbus,3,1,Borussia Monchengladbach,2.28,3.12,2.90
156,18,Hertha Berlin,2,1,VfL Wolfsburg,1.66,3.39,4.77
157,18,Nurnberg,4,1,VfB Stuttgart,2.44,3.07,2.70
158,18,VfL Bochum,0,1,FSV Mainz 05,1.90,3.27,3.69
159,18,Arminia Bielefeld,1,1,Hamburger SV,2.43,3.10,2.69
160,18,Alemannia Aachen,2,3,Bayer Leverkusen,2.88,3.18,2.25
161,18,Werder Bremen,3,0,Hannover 96,1.30,4.58,8.93
162,19,Borussia Monchengladbach,0,0,Nurnberg,2.38,3.09,2.73
163,19,VfB Stuttgart,3,2,Arminia Bielefeld,1.59,3.49,5.16
164,19,VfL Wolfsburg,2,2,Eintracht Frankfurt,1.99,3.15,3.47
165,19,Bayern Munchen,0,0,VfL Bochum,1.21,5.11,10.76
166,19,Hamburger SV,1,1,Energie Cottbus,1.72,3.29,4.45
167,19,Hannover 96,5,0,Hertha Berlin,2.44,3.10,2.67
168,19,Bayer Leverkusen,0,2,Werder Bremen,2.89,3.22,2.22
169,19,Schalke 04,2,1,Alemannia Aachen,1.30,4.41,8.52
170,19,FSV Mainz 05,1,0,Borussia Dortmund,2.88,3.17,2.25
171,20,Nurnberg,3,0,Bayern Munchen,3.52,3.17,2.01
172,20,VfL Wolfsburg,3,2,Bayer Leverkusen,2.51,3.14,2.58
173,20,Eintracht Frankfurt,0,0,FSV Mainz 05,1.92,3.20,3.72
174,20,Energie Cottbus,0,0,VfL Bochum,2.16,3.14,3.10
175,20,Hertha Berlin,2,1,Hamburger SV,1.84,3.23,3.99
176,20,Alemannia Aachen,1,4,Hannover 96,2.37,3.17,2.69
177,20,Arminia Bielefeld,0,2,Borussia Monchengladbach,1.93,3.20,3.63
178,20,Borussia Dortmund,0,1,VfB Stuttgart,2.28,3.14,2.86
179,20,Werder Bremen,0,2,Schalke 04,1.87,3.25,3.79
180,21,Hannover 96,2,2,VfL Wolfsburg,2.02,3.17,3.42
181,21,Bayer Leverkusen,2,2,Eintracht Frankfurt,1.68,3.38,4.71
182,21,Schalke 04,2,0,Hertha Berlin,1.62,3.48,5.04
183,21,VfB Stuttgart,4,1,Werder Bremen,2.79,3.16,2.34
184,21,FSV Mainz 05,4,1,Energie Cottbus,2.00,3.15,3.51
185,21,Borussia Monchengladbach,0,0,Alemannia Aachen,1.80,3.25,4.11
186,21,Hamburger SV,3,0,Borussia Dortmund,2.19,3.12,3.08
187,21,Bayern Munchen,1,0,Arminia Bielefeld,1.27,4.74,9.89
188,21,VfL Bochum,0,2,Nurnberg,2.63,3.08,2.54
189,22,Eintracht Frankfurt,0,4,VfB Stuttgart,3.02,3.14,2.20
190,22,Werder Bremen,0,2,Hamburger SV,1.59,3.51,5.27
191,22,VfL Wolfsburg,2,2,Schalke 04,3.36,3.21,2.01
192,22,Hertha Berlin,1,2,FSV Mainz 05,1.62,3.46,5.01
193,22,Bayer Leverkusen,0,1,Hannover 96,1.87,3.29,3.77
194,22,Borussia Dortmund,1,0,Borussia Monchengladbach,1.77,3.29,4.26
195,22,Alemannia Aachen,1,0,Bayern Munchen,4.91,3.48,1.63
196,22,Arminia Bielefeld,1,3,VfL Bochum,2.02,3.14,3.44
197,22,Nurnberg,1,0,Energie Cottbus,1.58,3.52,5.58
198,23,VfB Stuttgart,0,0,Hertha Berlin,1.68,3.37,4.70
199,23,VfL Bochum,2,2,Alemannia Aachen,1.99,3.23,3.44
200,23,Hamburger SV,3,1,Eintracht Frankfurt,1.65,3.41,4.93
201,23,Hannover 96,4,2,Borussia Dortmund,2.21,3.17,2.99
202,23,Bayern Munchen,2,1,VfL Wolfsburg,1.37,4.12,7.53
203,23,Energie Cottbus,2,1,Arminia Bielefeld,2.13,3.18,3.13
204,23,FSV Mainz 05,2,1,Nurnberg,2.47,3.11,2.66
205,23,Borussia Monchengladbach,2,2,Werder Bremen,3.76,3.28,1.88
206,23,Schalke 04,0,1,Bayer Leverkusen,1.56,3.57,5.45
207,24,Schalke 04,0,2,Hamburger SV,1.81,3.26,4.07
208,24,Eintracht Frankfurt,2,0,Hannover 96,2.45,3.13,2.68
209,24,Hertha Berlin,2,3,Bayern Munchen,2.88,3.16,2.29
210,24,Bayer Leverkusen,3,1,VfB Stuttgart,2.45,3.16,2.64
211,24,Arminia Bielefeld,3,2,Nurnberg,2.76,3.10,2.41
212,24,Werder Bremen,3,0,VfL Bochum,1.31,4.47,8.76
213,24,VfL Wolfsburg,1,0,Borussia Monchengladbach,1.87,3.21,3.85
214,24,Alemannia Aachen,2,1,FSV Mainz 05,2.33,3.15,2.79
215,24,Borussia Dortmund,2,3,Energie Cottbus,1.63,3.38,5.20
216,25,Nurnberg,2,2,Eintracht Frankfurt,1.78,3.27,4.32
217,25,Hannover 96,1,1,Schalke 04,2.86,3.20,2.30
218,25,Energie Cottbus,0,2,Alemannia Aachen,2.09,3.21,3.25
219,25,FSV Mainz 05,1,0,Arminia Bielefeld,1.92,3.22,3.80
220,25,Borussia Monchengladbach,3,1,Hertha Berlin,2.30,3.16,2.91
221,25,VfB Stuttgart,0,0,VfL Wolfsburg,1.60,3.53,5.20
222,25,VfL Bochum,2,0,Borussia Dortmund,2.54,3.17,2.57
223,25,Bayern Munchen,1,1,Werder Bremen,1.96,3.25,3.57
224,25,Hamburger SV,0,0,Bayer Leverkusen,2.02,3.24,3.37
225,26,Hertha Berlin,0,1,Energie Cottbus,1.61,3.46,5.15
226,26,VfL Wolfsburg,3,1,VfL Bochum,1.89,3.23,3.78
227,26,Schalke 04,1,0,VfB Stuttgart,1.95,3.22,3.61
228,26,Alemannia Aachen,2,0,Arminia Bielefeld,2.04,3.20,3.32
229,26,Borussia Dortmund,0,0,Nurnberg,2.23,3.13,3.01
230,26,Eintracht Frankfurt,1,0,Bayern Munchen,4.83,3.40,1.67
231,26,Hannover 96,0,0,Hamburger SV,2.40,3.11,2.76
232,26,Bayer Leverkusen,1,0,Borussia Monchengladbach,1.65,3.47,4.92
233,26,Werder Bremen,2,0,FSV Mainz 05,1.39,4.11,7.28
234,27,Arminia Bielefeld,1,0,Borussia Dortmund,2.43,3.13,2.70
235,27,Nurnberg,2,1,Hertha Berlin,2.00,3.15,3.52
236,27,VfB Stuttgart,3,1,Alemannia Aachen,1.60,3.49,5.30
237,27,Bayern Munchen,2,0,Schalke 04,1.92,3.23,3.68
238,27,Energie Cottbus,0,0,Werder Bremen,4.24,3.33,1.77
239,27,FSV Mainz 05,1,3,Bayer Leverkusen,2.46,3.16,2.65
240,27,Borussia Monchengladbach,1,1,Eintracht Frankfurt,2.07,3.16,3.33
241,27,Hamburger SV,1,0,VfL Wolfsburg,1.79,3.26,4.23
242,27,VfL Bochum,2,0,Hannover 96,2.38,3.15,2.74
243,28,VfL Wolfsburg,3,2,FSV Mainz 05,2.01,3.19,3.46
244,28,Schalke 04,2,0,Borussia Monchengladbach,1.41,3.95,7.20
245,28,Alemannia Aachen,1,4,Borussia Dortmund,2.47,3.16,2.64
246,28,Eintracht Frankfurt,1,3,Energie Cottbus,1.90,3.20,3.81
247,28,Hamburger SV,2,4,VfB Stuttgart,2.29,3.14,2.91
248,28,Hannover 96,1,2,Bayern Munchen,3.88,3.25,1.87
249,28,Hertha Berlin,1,1,Arminia Bielefeld,1.70,3.40,4.61
250,28,Bayer Leverkusen,1,4,VfL Bochum,1.57,3.56,5.58
251,28,Werder Bremen,1,0,Nurnberg,1.53,3.63,5.94
252,29,Borussia Monchengladbach,0,1,Hamburger SV,2.58,3.12,2.53
253,29,Energie Cottbus,3,2,VfL Wolfsburg,2.31,3.13,2.87
254,29,FSV Mainz 05,0,3,Schalke 04,3.38,3.19,2.03
255,29,Arminia Bielefeld,2,4,Eintracht Frankfurt,2.18,3.13,3.10
256,29,Nurnberg,1,0,Alemannia Aachen,1.68,3.42,4.74
257,29,VfB Stuttgart,2,1,Hannover 96,1.60,3.49,5.28
258,29,VfL Bochum,1,3,Hertha Berlin,2.23,3.14,2.98
259,29,Borussia Dortmund,0,2,Werder Bremen,3.04,3.16,2.18
260,29,Bayern Munchen,2,1,Bayer Leverkusen,1.48,3.72,6.33
261,30,Werder Bremen,3,1,Alemannia Aachen,1.29,4.66,9.03
262,30,Hertha Berlin,0,1,Borussia Dortmund,2.07,3.19,3.28
263,30,Bayer Leverkusen,2,0,Nurnberg,2.03,3.20,3.42
264,30,Schalke 04,2,0,Energie Cottbus,1.35,4.21,8.76
265,30,VfB Stuttgart,2,0,Bayern Munchen,2.64,3.18,2.46
266,30,Eintracht Frankfurt,0,3,VfL Bochum,2.05,3.16,3.39
267,30,VfL Wolfsburg,2,3,Arminia Bielefeld,1.86,3.24,3.91
268,30,Hamburger SV,2,2,FSV Mainz 05,1.66,3.41,4.86
269,30,Hannover 96,1,0,Borussia Monchengladbach,1.77,3.32,4.26
270,31,VfL Bochum,2,1,Schalke 04,4.08,3.29,1.81
271,31,Borussia Dortmund,2,0,Eintracht Frankfurt,1.85,3.23,4.02
272,31,Bayern Munchen,1,2,Hamburger SV,1.52,3.61,6.09
273,31,Alemannia Aachen,0,4,Hertha Berlin,2.38,3.19,2.74
274,31,FSV Mainz 05,1,2,Hannover 96,2.15,3.20,3.11
275,31,Borussia Monchengladbach,0,1,VfB Stuttgart,4.88,3.42,1.66
276,31,Nurnberg,1,1,VfL Wolfsburg,1.81,3.26,4.15
277,31,Energie Cottbus,2,1,Bayer Leverkusen,2.68,3.17,2.44
278,31,Arminia Bielefeld,3,2,Werder Bremen,4.50,3.37,1.71
279,32,Hannover 96,2,0,Energie Cottbus,1.86,3.22,3.95
280,32,Schalke 04,1,0,Nurnberg,1.45,3.75,6.86
281,32,VfB Stuttgart,2,0,FSV Mainz 05,1.36,4.21,7.94
282,32,VfL Wolfsburg,0,2,Borussia Dortmund,2.33,3.10,2.88
283,32,Eintracht Frankfurt,4,0,Alemannia Aachen,1.81,3.27,4.09
284,32,Borussia Monchengladbach,1,1,Bayern Munchen,4.87,3.44,1.66
285,32,Hamburger SV,0,3,VfL Bochum,1.79,3.21,4.35
286,32,Hertha Berlin,1,4,Werder Bremen,3.06,3.25,2.15
287,32,Bayer Leverkusen,1,2,Arminia Bielefeld,1.66,3.43,4.86
288,33,Alemannia Aachen,2,2,VfL Wolfsburg,2.37,3.28,2.69
289,33,Arminia Bielefeld,3,1,Hannover 96,2.49,3.24,2.57
290,33,Borussia Dortmund,2,0,Schalke 04,3.22,3.21,2.09
291,33,Energie Cottbus,0,3,Bayern Munchen,3.27,3.24,2.05
292,33,FSV Mainz 05,3,0,Borussia Monchengladbach,1.67,3.53,4.61
293,33,Hertha Berlin,2,3,Bayer Leverkusen,2.32,3.25,2.76
294,33,Nurnberg,0,2,Hamburger SV,2.02,3.22,3.36
295,33,VfL Bochum,2,3,VfB Stuttgart,3.53,3.27,1.96
296,33,Werder Bremen,1,2,Eintracht Frankfurt,1.29,4.75,9.06
297,34,Bayern Munchen,5,2,FSV Mainz 05,1.32,4.37,8.19
298,34,Eintracht Frankfurt,1,2,Hertha Berlin,2.19,3.28,2.94
299,34,Borussia Monchengladbach,0,2,VfL Bochum,2.56,3.27,2.47
300,34,Hamburger SV,4,0,Alemannia Aachen,1.58,3.64,5.20
301,34,Hannover 96,0,3,Nurnberg,1.86,3.29,3.84
302,34,Bayer Leverkusen,2,1,Borussia Dortmund,2.35,3.26,2.72
303,34,Schalke 04,2,1,Arminia Bielefeld,1.22,5.46,9.79
304,34,VfB Stuttgart,2,1,Energie Cottbus,1.16,6.23,12.49
305,34,VfL Wolfsburg,0,2,Werder Bremen,3.36,3.35,1.98
