,Round,Hometeam,Scorehome,Scoreaway,Awayteam,Home,Draw,Away
78,9,Arminia Bielefeld,0,1,Hamburger SV,3.03,3.22,2.22
79,9,Bayern Munchen,3,0,Nurnberg,1.20,5.58,12.56
80,9,Eintracht Frankfurt,2,1,Bayer Leverkusen,2.58,3.18,2.55
81,10,Energie Cottbus,1,2,MSV Duisburg,2.07,3.23,3.32
82,10,VfL Bochum,1,2,Bayern Munchen,6.90,3.96,1.43
83,10,Hansa Rostock,1,1,Schalke 04,4.22,3.32,1.79
84,10,Bayer Leverkusen,2,2,Borussia Dortmund,1.83,3.32,4.06
85,10,Nurnberg,5,1,Eintracht Frankfurt,2.09,3.21,3.27
86,10,Werder Bremen,3,2,Hertha Berlin,1.47,3.88,6.40
87,10,Hamburger SV,4,1,VfB Stuttgart,1.94,3.24,3.69
88,10,Karlsruher SC,0,0,Arminia Bielefeld,1.81,3.32,4.10
89,10,Hannover 96,2,2,VfL Wolfsburg,2.06,3.24,3.33
90,11,Eintracht Frankfurt,0,0,Hannover 96,2.24,3.21,2.95
91,11,Arminia Bielefeld,1,1,Energie Cottbus,1.82,3.30,4.05
92,11,Hansa Rostock,0,0,Karlsruher SC,2.43,3.17,2.70
93,11,Hertha Berlin,2,0,VfL Bochum,1.76,3.35,4.34
94,11,Schalke 04,1,1,Werder Bremen,2.23,3.24,2.94
95,11,VfB Stuttgart,1,0,Bayer Leverkusen,2.23,3.23,2.97
96,11,VfL Wolfsburg,3,1,Nurnberg,2.01,3.23,3.45
97,11,Borussia Dortmund,0,0,Bayern Munchen,4.58,3.39,1.72
98,11,MSV Duisburg,0,1,Hamburger SV,3.81,3.26,1.89
99,12,Energie Cottbus,1,0,Schalke 04,4.72,3.43,1.68
100,12,Bayer Leverkusen,4,0,Arminia Bielefeld,1.51,3.74,6.01
101,12,Nurnberg,0,1,VfB Stuttgart,2.48,3.17,2.64
102,12,Werder Bremen,1,0,Hansa Rostock,1.28,4.71,9.47
103,12,Hamburger SV,2,1,Hertha Berlin,1.59,3.54,5.36
104,12,Hannover 96,2,1,Borussia Dortmund,2.28,3.21,2.86
105,12,Bayern Munchen,0,0,Eintracht Frankfurt,1.19,5.42,12.27
106,12,VfL Bochum,5,3,VfL Wolfsburg,2.49,3.17,2.63
107,12,Karlsruher SC,1,0,MSV Duisburg,1.78,3.33,4.28
108,13,MSV Duisburg,0,2,VfL Bochum,2.28,3.20,2.88
109,13,Borussia Dortmund,1,1,Eintracht Frankfurt,1.79,3.32,4.25
110,13,Hansa Rostock,3,2,Energie Cottbus,1.98,3.21,3.56
111,13,Hertha Berlin,1,0,Hannover 96,2.09,3.23,3.25
112,13,Schalke 04,1,1,Hamburger SV,2.23,3.19,2.98
113,13,VfB Stuttgart,3,1,Bayern Munchen,4.20,3.38,1.78
114,13,Werder Bremen,4,0,Karlsruher SC,1.42,3.99,6.80
115,13,Arminia Bielefeld,3,1,Nurnberg,2.37,3.19,2.80
116,13,VfL Wolfsburg,1,2,Bayer Leverkusen,2.34,3.22,2.83
117,14,Karlsruher SC,2,1,Hertha Berlin,2.30,3.20,2.89
118,14,Hannover 96,2,3,Schalke 04,2.60,3.14,2.57
119,14,Bayern Munchen,2,1,VfL Wolfsburg,1.23,5.44,11.06
120,14,VfL Bochum,3,0,Arminia Bielefeld,1.86,3.26,3.96
121,14,Energie Cottbus,0,2,Werder Bremen,5.25,3.58,1.60
122,14,Eintracht Frankfurt,1,4,VfB Stuttgart,2.66,3.16,2.49
123,14,Bayer Leverkusen,4,1,MSV Duisburg,1.38,4.17,7.92
124,14,Hamburger SV,2,0,Hansa Rostock,1.31,4.58,8.96
125,14,Nurnberg,2,0,Borussia Dortmund,2.42,3.19,2.72
126,15,Hansa Rostock,0,3,Hannover 96,2.63,3.18,2.51
127,15,Energie Cottbus,2,0,Karlsruher SC,2.59,3.17,2.53
128,15,Hertha Berlin,0,3,Bayer Leverkusen,2.46,3.21,2.67
129,15,Schalke 04,1,0,VfL Bochum,1.45,3.88,6.77
130,15,VfB Stuttgart,1,2,Borussia Dortmund,1.67,3.49,4.81
131,15,Werder Bremen,2,1,Hamburger SV,2.09,3.21,3.27
132,15,VfL Wolfsburg,2,2,Eintracht Frankfurt,1.87,3.27,3.93
133,15,Arminia Bielefeld,0,1,Bayern Munchen,6.92,4.01,1.43
134,15,MSV Duisburg,1,0,Nurnberg,2.65,3.17,2.49
135,16,Borussia Dortmund,6,1,Arminia Bielefeld,1.62,3.54,5.20
136,16,VfB Stuttgart,3,1,VfL Wolfsburg,1.62,3.54,5.13
137,16,Eintracht Frankfurt,2,2,Schalke 04,3.21,3.20,2.12
138,16,Hamburger SV,0,0,Energie Cottbus,1.28,4.76,9.99
139,16,Hannover 96,4,3,Werder Bremen,3.07,3.23,2.15
140,16,Bayern Munchen,0,0,MSV Duisburg,1.15,6.41,15.26
141,16,VfL Bochum,2,2,Karlsruher SC,2.15,3.20,3.13
142,16,Bayer Leverkusen,3,0,Hansa Rostock,1.32,4.52,9.16
143,16,Nurnberg,2,1,Hertha Berlin,2.19,3.21,3.09
144,17,Energie Cottbus,5,1,Hannover 96,2.71,3.19,2.37
145,17,Hertha Berlin,0,0,Bayern Munchen,4.90,3.47,1.65
146,17,Karlsruher SC,1,1,Hamburger SV,2.96,3.20,2.26
147,17,Schalke 04,2,1,Nurnberg,1.47,3.81,6.38
148,17,Werder Bremen,5,2,Bayer Leverkusen,1.88,3.30,3.80
149,17,VfL Wolfsburg,4,0,Borussia Dortmund,2.37,3.20,2.73
150,17,Arminia Bielefeld,2,0,VfB Stuttgart,3.60,3.26,1.96
151,17,MSV Duisburg,0,1,Eintracht Frankfurt,2.47,3.14,2.70
152,17,Hansa Rostock,2,0,VfL Bochum,2.31,3.20,2.87
0,18,Hansa Rostock,1,2,Bayern Munchen,7.31,3.99,1.42
1,18,Hertha Berlin,0,3,Eintracht Frankfurt,2.01,3.22,3.52
2,18,Karlsruher SC,2,0,Nurnberg,2.25,3.20,2.96
3,18,Arminia Bielefeld,0,1,VfL Wolfsburg,2.36,3.20,2.79
4,18,Energie Cottbus,2,3,Bayer Leverkusen,3.25,3.22,2.11
5,18,MSV Duisburg,3,3,Borussia Dortmund,2.98,3.20,2.24
6,18,Hamburger SV,1,1,Hannover 96,1.69,3.38,4.78
7,18,Schalke 04,4,1,VfB Stuttgart,1.89,3.26,3.84
8,18,Werder Bremen,1,2,VfL Bochum,1.33,4.44,8.59
9,19,Eintracht Frankfurt,2,1,Arminia Bielefeld,1.73,3.37,4.47
10,19,VfL Bochum,3,3,Energie Cottbus,1.84,3.27,3.99
11,19,Hannover 96,2,2,Karlsruher SC,1.87,3.26,3.91
12,19,Bayer Leverkusen,1,1,Hamburger SV,2.26,3.18,2.95
13,19,Nurnberg,1,1,Hansa Rostock,1.73,3.34,4.56
14,19,VfB Stuttgart,1,3,Hertha Berlin,1.66,3.45,4.90
15,19,VfL Wolfsburg,2,1,MSV Duisburg,1.55,3.57,5.62
16,19,Borussia Dortmund,2,3,Schalke 04,2.66,3.13,2.48
17,19,Bayern Munchen,1,1,Werder Bremen,1.67,3.43,4.83
18,20,Schalke 04,1,2,VfL Wolfsburg,1.57,3.60,5.49
19,20,Hansa Rostock,1,0,Eintracht Frankfurt,2.57,3.14,2.56
20,20,Hertha Berlin,1,0,Arminia Bielefeld,1.62,3.51,5.19
21,20,Karlsruher SC,2,2,Bayer Leverkusen,2.69,3.17,2.44
22,20,Energie Cottbus,0,2,Borussia Dortmund,2.72,3.19,2.41
23,20,MSV Duisburg,2,3,VfB Stuttgart,3.04,3.20,2.19
24,20,Werder Bremen,2,0,Nurnberg,1.39,4.12,7.36
25,20,Hamburger SV,3,0,VfL Bochum,1.46,3.86,6.78
26,20,Hannover 96,0,3,Bayern Munchen,4.49,3.36,1.73
27,21,VfL Bochum,2,1,Hannover 96,2.32,3.21,2.82
28,21,VfB Stuttgart,3,1,Karlsruher SC,1.72,3.36,4.54
29,21,VfL Wolfsburg,0,0,Hertha Berlin,1.90,3.27,3.77
30,21,Arminia Bielefeld,0,2,MSV Duisburg,1.99,3.24,3.52
31,21,Borussia Dortmund,1,0,Hansa Rostock,1.58,3.53,5.28
32,21,Eintracht Frankfurt,1,0,Werder Bremen,3.50,3.24,2.01
33,21,Bayer Leverkusen,1,0,Schalke 04,2.33,3.19,2.84
34,21,Bayern Munchen,1,1,Hamburger SV,1.58,3.54,5.37
35,21,Nurnberg,1,1,Energie Cottbus,1.74,3.34,4.50
36,22,Hertha Berlin,2,0,MSV Duisburg,1.62,3.50,5.08
37,22,Hannover 96,2,1,Nurnberg,1.96,3.23,3.55
38,22,Hansa Rostock,1,1,Arminia Bielefeld,1.91,3.23,3.73
39,22,Karlsruher SC,3,1,VfL Wolfsburg,2.31,3.19,2.82
40,22,Schalke 04,0,1,Bayern Munchen,3.00,3.15,2.23
41,22,Werder Bremen,2,0,Borussia Dortmund,1.74,3.37,4.40
42,22,Hamburger SV,4,1,Eintracht Frankfurt,1.60,3.50,5.36
43,22,VfL Bochum,2,0,Bayer Leverkusen,3.06,3.22,2.18
44,22,Energie Cottbus,0,1,VfB Stuttgart,3.30,3.23,2.06
45,23,Borussia Dortmund,1,1,Hertha Berlin,1.97,3.22,3.51
46,23,VfB Stuttgart,6,3,Werder Bremen,2.39,3.20,2.72
47,23,VfL Wolfsburg,3,0,Energie Cottbus,1.62,3.49,5.12
48,23,MSV Duisburg,1,1,Hansa Rostock,2.16,3.19,3.11
49,23,Eintracht Frankfurt,1,1,VfL Bochum,1.87,3.26,3.92
50,23,Bayern Munchen,2,0,Karlsruher SC,1.29,4.70,9.63
51,23,Arminia Bielefeld,0,2,Schalke 04,3.51,3.21,1.99
52,23,Bayer Leverkusen,2,0,Hannover 96,1.70,3.43,4.74
53,23,Nurnberg,0,0,Hamburger SV,3.00,3.18,2.25
54,24,Schalke 04,2,1,MSV Duisburg,1.32,4.37,8.58
55,24,VfL Bochum,1,1,VfB Stuttgart,2.82,3.22,2.32
56,24,Energie Cottbus,2,0,Bayern Munchen,7.86,4.11,1.37
57,24,Hamburger SV,1,0,Borussia Dortmund,1.69,3.38,4.77
58,24,Hannover 96,2,2,Arminia Bielefeld,1.69,3.40,4.75
59,24,Hansa Rostock,0,0,Hertha Berlin,2.48,3.17,2.64
60,24,Karlsruher SC,0,1,Eintracht Frankfurt,2.08,3.18,3.26
61,24,Bayer Leverkusen,4,1,Nurnberg,1.56,3.62,5.49
62,24,Werder Bremen,0,1,VfL Wolfsburg,1.62,3.53,5.00
63,25,Eintracht Frankfurt,2,1,Energie Cottbus,1.68,3.40,4.73
64,25,Nurnberg,1,1,VfL Bochum,2.04,3.20,3.38
65,25,VfB Stuttgart,4,1,Hansa Rostock,1.40,4.07,7.44
66,25,VfL Wolfsburg,1,1,Hamburger SV,2.67,3.16,2.45
67,25,Borussia Dortmund,1,1,Karlsruher SC,1.99,3.23,3.47
68,25,MSV Duisburg,1,1,Hannover 96,2.65,3.17,2.46
69,25,Bayern Munchen,2,1,Bayer Leverkusen,1.57,3.57,5.55
70,25,Arminia Bielefeld,1,1,Werder Bremen,4.04,3.32,1.83
71,25,Hertha Berlin,1,2,Schalke 04,2.71,3.17,2.43
72,26,Hansa Rostock,0,1,VfL Wolfsburg,2.57,3.16,2.53
73,26,Hamburger SV,1,1,Arminia Bielefeld,1.35,4.28,8.23
74,26,Karlsruher SC,0,0,Schalke 04,2.78,3.14,2.38
75,26,Bayer Leverkusen,0,2,Eintracht Frankfurt,1.61,3.52,5.16
76,26,Nurnberg,1,1,Bayern Munchen,5.61,3.60,1.56
77,26,Werder Bremen,1,2,MSV Duisburg,1.26,4.85,9.84
78,26,VfL Bochum,3,3,Borussia Dortmund,2.38,3.16,2.76
79,26,Energie Cottbus,2,1,Hertha Berlin,2.45,3.15,2.69
80,26,Hannover 96,0,0,VfB Stuttgart,2.76,3.20,2.35
81,27,MSV Duisburg,0,1,Energie Cottbus,2.14,3.18,3.14
82,27,Eintracht Frankfurt,1,3,Nurnberg,1.97,3.23,3.57
83,27,Hertha Berlin,1,2,Werder Bremen,2.98,3.20,2.23
84,27,Schalke 04,1,0,Hansa Rostock,1.34,4.27,8.88
85,27,VfB Stuttgart,1,0,Hamburger SV,2.17,3.17,3.13
86,27,VfL Wolfsburg,3,2,Hannover 96,1.93,3.24,3.69
87,27,Arminia Bielefeld,1,0,Karlsruher SC,2.30,3.17,2.88
88,27,Bayern Munchen,3,1,VfL Bochum,1.24,5.03,10.97
89,27,Borussia Dortmund,2,1,Bayer Leverkusen,2.40,3.20,2.75
90,28,VfL Bochum,1,1,Hertha Berlin,2.23,3.16,2.98
91,28,Energie Cottbus,1,0,Arminia Bielefeld,2.12,3.19,3.21
92,28,Hamburger SV,0,1,MSV Duisburg,1.33,4.34,8.73
93,28,Hannover 96,2,1,Eintracht Frankfurt,2.13,3.19,3.18
94,28,Karlsruher SC,1,2,Hansa Rostock,1.87,3.23,3.91
95,28,Werder Bremen,5,1,Schalke 04,1.96,3.24,3.56
96,28,Bayern Munchen,5,0,Borussia Dortmund,1.38,4.12,7.78
97,28,Bayer Leverkusen,3,0,VfB Stuttgart,2.19,3.21,3.04
98,28,Nurnberg,1,0,VfL Wolfsburg,2.15,3.21,3.14
99,29,VfL Wolfsburg,0,1,VfL Bochum,1.80,3.31,4.13
100,29,Hansa Rostock,1,2,Werder Bremen,4.30,3.38,1.76
101,29,Hertha Berlin,0,0,Hamburger SV,2.72,3.17,2.41
102,29,Schalke 04,5,0,Energie Cottbus,1.40,4.04,7.52
103,29,Arminia Bielefeld,1,0,Bayer Leverkusen,3.02,3.18,2.21
104,29,Borussia Dortmund,1,3,Hannover 96,2.08,3.22,3.28
105,29,MSV Duisburg,0,1,Karlsruher SC,2.11,3.20,3.23
106,29,Eintracht Frankfurt,1,3,Bayern Munchen,4.28,3.34,1.78
107,29,VfB Stuttgart,3,0,Nurnberg,1.69,3.45,4.68
108,30,Eintracht Frankfurt,1,1,Borussia Dortmund,2.19,3.21,3.06
109,30,Nurnberg,2,2,Arminia Bielefeld,1.75,3.35,4.41
110,30,VfL Bochum,1,1,MSV Duisburg,2.01,3.23,3.43
111,30,Energie Cottbus,2,1,Hansa Rostock,2.08,3.18,3.31
112,30,Hamburger SV,0,1,Schalke 04,2.32,3.15,2.87
113,30,Hannover 96,2,2,Hertha Berlin,2.08,3.21,3.28
114,30,Karlsruher SC,3,3,Werder Bremen,4.16,3.34,1.78
115,30,Bayern Munchen,4,1,VfB Stuttgart,1.67,3.47,4.80
116,30,Bayer Leverkusen,2,2,VfL Wolfsburg,1.74,3.37,4.36
117,31,Borussia Dortmund,0,0,Nurnberg,2.14,3.22,3.13
118,31,Hansa Rostock,1,3,Hamburger SV,3.14,3.20,2.16
119,31,Hertha Berlin,3,1,Karlsruher SC,1.89,3.25,3.83
120,31,Schalke 04,1,1,Hannover 96,1.45,3.83,6.90
121,31,VfB Stuttgart,4,1,Eintracht Frankfurt,1.58,3.59,5.43
122,31,Werder Bremen,2,0,Energie Cottbus,1.32,4.46,8.36
123,31,Arminia Bielefeld,2,0,VfL Bochum,1.84,3.30,3.99
124,31,MSV Duisburg,3,2,Bayer Leverkusen,3.12,3.24,2.15
125,31,VfL Wolfsburg,0,0,Bayern Munchen,3.16,3.24,2.13
126,32,Hannover 96,3,0,Hansa Rostock,1.93,3.33,3.54
127,32,Karlsruher SC,1,1,Energie Cottbus,2.20,3.22,3.00
128,32,VfL Bochum,0,3,Schalke 04,3.61,3.28,1.94
129,32,Borussia Dortmund,3,2,VfB Stuttgart,2.82,3.23,2.29
130,32,Bayern Munchen,2,0,Arminia Bielefeld,1.37,4.12,7.65
131,32,Eintracht Frankfurt,2,3,VfL Wolfsburg,2.29,3.19,2.85
132,32,Hamburger SV,0,1,Werder Bremen,2.41,3.19,2.68
133,32,Bayer Leverkusen,1,2,Hertha Berlin,1.53,3.63,5.76
134,32,Nurnberg,2,0,MSV Duisburg,1.72,3.45,4.39
135,33,Arminia Bielefeld,2,2,Borussia Dortmund,1.82,3.37,4.03
136,33,Energie Cottbus,2,0,Hamburger SV,2.93,3.21,2.25
137,33,MSV Duisburg,2,3,Bayern Munchen,3.55,3.33,1.95
138,33,Hansa Rostock,1,2,Bayer Leverkusen,3.65,3.38,1.91
139,33,Hertha Berlin,1,0,Nurnberg,2.65,3.29,2.42
140,33,Karlsruher SC,1,3,VfL Bochum,2.04,3.26,3.34
141,33,Schalke 04,1,0,Eintracht Frankfurt,1.31,4.56,8.88
142,33,Werder Bremen,6,1,Hannover 96,1.38,4.22,7.60
143,33,VfL Wolfsburg,4,0,VfB Stuttgart,2.45,3.24,2.62
144,34,Bayern Munchen,4,1,Hertha Berlin,1.37,4.15,7.36
145,34,VfL Bochum,1,2,Hansa Rostock,1.52,3.73,5.47
146,34,Borussia Dortmund,2,4,VfL Wolfsburg,3.17,3.33,2.05
147,34,Eintracht Frankfurt,4,2,MSV Duisburg,1.57,3.61,5.13
148,34,Hamburger SV,7,0,Karlsruher SC,1.32,4.41,8.22
149,34,Hannover 96,4,0,Energie Cottbus,1.65,3.51,4.73
150,34,Bayer Leverkusen,0,1,Werder Bremen,2.50,3.23,2.54
151,34,Nurnberg,0,2,Schalke 04,2.46,3.44,2.45
152,34,VfB Stuttgart,2,2,Arminia Bielefeld,1.52,3.89,5.18
