,Round,Hometeam,Scorehome,Scoreaway,Awayteam,Home,Draw,Away
27,4,Borussia Monchengladbach,0,3,Hamburger SV,1.62,3.84,5.03
28,4,Hannover 96,2,4,Borussia Dortmund,6.38,4.34,1.47
29,4,Hertha Berlin,2,1,VfB Stuttgart,2.40,3.33,2.78
30,4,Ingolstadt,0,0,VfL Wolfsburg,4.65,3.76,1.71
31,4,Bayer Leverkusen,0,1,Darmstadt,1.30,5.25,9.14
32,4,Bayern Munchen,2,1,Augsburg,1.13,7.79,17.65
33,4,Eintracht Frankfurt,6,2,FC Koln,2.31,3.35,2.87
34,4,TSG Hoffenheim,1,3,Werder Bremen,1.91,3.58,3.61
35,4,Schalke 04,2,1,FSV Mainz 05,1.79,3.60,4.16
36,5,FSV Mainz 05,3,1,TSG Hoffenheim,2.26,3.36,3.00
37,5,Werder Bremen,0,1,Ingolstadt,2.03,3.43,3.38
38,5,VfL Wolfsburg,2,0,Hertha Berlin,1.38,4.56,7.45
39,5,Darmstadt,0,3,Bayern Munchen,16.87,7.32,1.14
40,5,Hamburger SV,0,0,Eintracht Frankfurt,2.41,3.40,2.71
41,5,FC Koln,1,0,Borussia Monchengladbach,2.45,3.30,2.73
42,5,VfB Stuttgart,0,1,Schalke 04,2.60,3.42,2.52
43,5,Borussia Dortmund,3,0,Bayer Leverkusen,1.63,3.86,4.93
44,5,Augsburg,2,0,Hannover 96,1.97,3.40,3.65
45,6,Ingolstadt,0,1,Hamburger SV,2.29,3.29,2.99
46,6,Hertha Berlin,2,0,FC Koln,2.37,3.22,2.92
47,6,Bayern Munchen,5,1,VfL Wolfsburg,1.33,4.99,8.33
48,6,Darmstadt,2,1,Werder Bremen,2.57,3.29,2.62
49,6,Schalke 04,2,0,Eintracht Frankfurt,1.76,3.77,4.08
50,6,Borussia Monchengladbach,4,2,Augsburg,2.03,3.39,3.49
51,6,Bayer Leverkusen,1,0,FSV Mainz 05,1.52,4.06,5.86
52,6,Hannover 96,1,3,VfB Stuttgart,2.49,3.40,2.64
53,6,TSG Hoffenheim,1,1,Borussia Dortmund,5.95,4.27,1.49
54,7,FC Koln,1,1,Ingolstadt,2.01,3.30,3.55
55,7,FSV Mainz 05,0,3,Bayern Munchen,9.85,5.39,1.28
56,7,VfB Stuttgart,1,3,Borussia Monchengladbach,2.20,3.42,3.04
57,7,Werder Bremen,0,3,Bayer Leverkusen,3.47,3.45,1.99
58,7,VfL Wolfsburg,1,1,Hannover 96,1.47,4.29,6.16
59,7,Augsburg,1,3,TSG Hoffenheim,2.12,3.41,3.17
60,7,Hamburger SV,0,1,Schalke 04,2.81,3.34,2.37
61,7,Eintracht Frankfurt,1,1,Hertha Berlin,1.98,3.43,3.48
62,7,Borussia Dortmund,2,2,Darmstadt,1.14,7.20,16.84
63,8,Darmstadt,2,3,FSV Mainz 05,2.91,3.23,2.36
64,8,Hannover 96,1,0,Werder Bremen,2.70,3.33,2.47
65,8,Hertha Berlin,3,0,Hamburger SV,2.17,3.31,3.22
66,8,TSG Hoffenheim,2,2,VfB Stuttgart,2.39,3.45,2.74
67,8,Ingolstadt,2,0,Eintracht Frankfurt,2.52,3.25,2.71
68,8,Borussia Monchengladbach,2,0,VfL Wolfsburg,3.12,3.33,2.23
69,8,Schalke 04,0,3,FC Koln,1.77,3.61,4.37
70,8,Bayer Leverkusen,1,1,Augsburg,1.46,4.37,6.62
71,8,Bayern Munchen,5,1,Borussia Dortmund,1.64,3.94,4.82
72,9,FSV Mainz 05,0,2,Borussia Dortmund,6.63,4.65,1.42
73,9,Hamburger SV,0,0,Bayer Leverkusen,4.08,3.52,1.83
74,9,Werder Bremen,0,1,Bayern Munchen,12.86,6.38,1.20
75,9,VfL Wolfsburg,4,2,TSG Hoffenheim,1.63,3.97,4.80
76,9,Schalke 04,2,1,Hertha Berlin,1.68,3.74,4.73
77,9,Augsburg,0,2,Darmstadt,1.82,3.46,4.18
78,9,Eintracht Frankfurt,1,5,Borussia Monchengladbach,2.43,3.39,2.72
79,9,FC Koln,0,1,Hannover 96,1.83,3.48,4.10
80,9,VfB Stuttgart,1,0,Ingolstadt,1.77,3.65,4.27
81,10,TSG Hoffenheim,0,1,Hamburger SV,2.03,3.49,3.35
82,10,FSV Mainz 05,1,3,Werder Bremen,2.00,3.51,3.44
83,10,Hannover 96,1,2,Eintracht Frankfurt,2.51,3.34,2.62
84,10,Bayer Leverkusen,4,3,VfB Stuttgart,1.56,4.14,5.25
85,10,Bayern Munchen,4,0,FC Koln,1.10,8.85,24.70
86,10,Darmstadt,0,1,VfL Wolfsburg,3.95,3.48,1.86
87,10,Ingolstadt,0,1,Hertha Berlin,2.47,3.16,2.83
88,10,Borussia Dortmund,5,1,Augsburg,1.20,6.32,12.14
89,10,Borussia Monchengladbach,3,1,Schalke 04,2.23,3.40,2.99
90,11,Eintracht Frankfurt,0,0,Bayern Munchen,13.18,6.48,1.20
91,11,Werder Bremen,1,3,Borussia Dortmund,8.19,5.00,1.34
92,11,Hertha Berlin,1,4,Borussia Monchengladbach,2.65,3.25,2.55
93,11,FC Koln,0,0,TSG Hoffenheim,2.12,3.40,3.20
94,11,Schalke 04,1,1,Ingolstadt,1.67,3.73,4.82
95,11,Augsburg,3,3,FSV Mainz 05,2.34,3.27,2.87
96,11,VfL Wolfsburg,2,1,Bayer Leverkusen,2.34,3.35,2.82
97,11,VfB Stuttgart,2,0,Darmstadt,1.72,3.71,4.35
98,11,Hamburger SV,1,2,Hannover 96,2.02,3.35,3.49
99,12,Hannover 96,1,3,Hertha Berlin,2.57,3.18,2.62
100,12,Borussia Monchengladbach,0,0,Ingolstadt,1.62,3.80,5.15
101,12,TSG Hoffenheim,0,0,Eintracht Frankfurt,2.10,3.45,3.13
102,12,FSV Mainz 05,2,0,VfL Wolfsburg,2.89,3.38,2.28
103,12,Bayer Leverkusen,1,2,FC Koln,1.46,4.33,6.20
104,12,Bayern Munchen,4,0,VfB Stuttgart,1.09,9.86,21.77
105,12,Darmstadt,1,1,Hamburger SV,2.60,3.13,2.63
106,12,Borussia Dortmund,3,2,Schalke 04,1.37,4.95,7.40
107,12,Augsburg,1,2,Werder Bremen,2.22,3.34,3.02
108,13,Hamburger SV,3,1,Borussia Dortmund,8.38,5.12,1.31
109,13,VfL Wolfsburg,6,0,Werder Bremen,1.50,4.28,5.73
110,13,FC Koln,0,0,FSV Mainz 05,2.09,3.39,3.27
111,13,Borussia Monchengladbach,2,1,Hannover 96,1.49,4.12,5.98
112,13,Eintracht Frankfurt,1,3,Bayer Leverkusen,4.05,3.63,1.80
113,13,VfB Stuttgart,0,4,Augsburg,1.82,3.66,3.86
114,13,Schalke 04,1,3,Bayern Munchen,9.96,5.62,1.26
115,13,Hertha Berlin,1,0,TSG Hoffenheim,2.09,3.33,3.28
116,13,Ingolstadt,3,1,Darmstadt,2.01,3.23,3.70
117,14,Darmstadt,0,0,FC Koln,2.80,3.13,2.49
118,14,Werder Bremen,1,3,Hamburger SV,2.24,3.28,2.99
119,14,Hannover 96,4,0,Ingolstadt,2.45,3.14,2.83
120,14,TSG Hoffenheim,3,3,Borussia Monchengladbach,2.86,3.37,2.31
121,14,Bayern Munchen,2,0,Hertha Berlin,1.08,9.90,27.57
122,14,FSV Mainz 05,2,1,Eintracht Frankfurt,2.20,3.38,2.98
123,14,Borussia Dortmund,4,1,VfB Stuttgart,1.20,6.59,11.07
124,14,Augsburg,0,0,VfL Wolfsburg,3.23,3.42,2.09
125,14,Bayer Leverkusen,1,1,Schalke 04,1.62,3.89,4.87
126,15,Schalke 04,3,1,Hannover 96,1.55,3.97,5.49
127,15,Hamburger SV,1,3,FSV Mainz 05,2.25,3.26,3.01
128,15,Hertha Berlin,2,1,Bayer Leverkusen,3.48,3.36,2.02
129,15,Ingolstadt,1,1,TSG Hoffenheim,2.34,3.18,2.95
130,15,FC Koln,0,1,Augsburg,2.09,3.34,3.36
131,15,Borussia Monchengladbach,3,1,Bayern Munchen,8.68,5.12,1.31
132,15,VfL Wolfsburg,1,2,Borussia Dortmund,3.64,3.64,1.89
133,15,VfB Stuttgart,1,1,Werder Bremen,1.98,3.51,3.38
134,15,Eintracht Frankfurt,0,1,Darmstadt,1.85,3.41,3.98
135,16,FSV Mainz 05,0,0,VfB Stuttgart,2.15,3.42,3.09
136,16,Bayern Munchen,2,0,Ingolstadt,1.06,10.63,33.87
137,16,Darmstadt,0,4,Hertha Berlin,2.94,3.07,2.41
138,16,TSG Hoffenheim,1,0,Hannover 96,1.87,3.47,3.85
139,16,Werder Bremen,1,1,FC Koln,2.37,3.28,2.83
140,16,VfL Wolfsburg,1,1,Hamburger SV,1.60,3.87,5.19
141,16,Bayer Leverkusen,5,0,Borussia Monchengladbach,1.84,3.60,3.91
142,16,Augsburg,2,1,Schalke 04,2.68,3.29,2.46
143,16,Borussia Dortmund,4,1,Eintracht Frankfurt,1.17,6.92,13.76
144,17,Schalke 04,1,0,TSG Hoffenheim,1.67,3.76,4.63
145,17,Ingolstadt,0,1,Bayer Leverkusen,4.34,3.57,1.75
146,17,FC Koln,2,1,Borussia Dortmund,6.50,4.54,1.42
147,17,Eintracht Frankfurt,2,1,Werder Bremen,2.06,3.44,3.24
148,17,Hamburger SV,0,1,Augsburg,2.22,3.24,3.05
149,17,Hannover 96,0,1,Bayern Munchen,16.99,6.99,1.15
150,17,VfB Stuttgart,3,1,VfL Wolfsburg,3.06,3.42,2.16
151,17,Hertha Berlin,2,0,FSV Mainz 05,2.14,3.26,3.27
152,17,Borussia Monchengladbach,3,2,Darmstadt,1.46,4.19,6.45
153,18,Hamburger SV,1,2,Bayern Munchen,11.57,6.10,1.22
154,18,Hannover 96,1,2,Darmstadt,2.20,3.19,3.18
155,18,Hertha Berlin,0,0,Augsburg,2.16,3.23,3.25
156,18,TSG Hoffenheim,1,1,Bayer Leverkusen,3.90,3.62,1.83
157,18,Ingolstadt,1,0,FSV Mainz 05,2.46,3.11,2.81
158,18,FC Koln,1,3,VfB Stuttgart,2.14,3.36,3.17
159,18,Borussia Monchengladbach,1,3,Borussia Dortmund,4.28,3.84,1.71
160,18,Eintracht Frankfurt,3,2,VfL Wolfsburg,3.39,3.46,2.01
161,18,Schalke 04,1,3,Werder Bremen,1.65,3.85,4.73
162,19,FSV Mainz 05,1,0,Borussia Monchengladbach,2.76,3.35,2.38
163,19,Werder Bremen,3,3,Hertha Berlin,2.65,3.29,2.51
164,19,Darmstadt,0,2,Schalke 04,3.29,3.29,2.14
165,19,Borussia Dortmund,2,0,Ingolstadt,1.17,6.72,14.57
166,19,Augsburg,0,0,Eintracht Frankfurt,2.06,3.39,3.36
167,19,Bayer Leverkusen,3,0,Hannover 96,1.29,5.32,9.15
168,19,VfB Stuttgart,2,1,Hamburger SV,2.05,3.40,3.35
169,19,VfL Wolfsburg,1,1,FC Koln,1.60,3.83,5.16
170,19,Bayern Munchen,2,0,TSG Hoffenheim,1.09,9.27,20.78
171,20,Borussia Monchengladbach,5,1,Werder Bremen,1.63,3.97,4.76
172,20,Eintracht Frankfurt,2,4,VfB Stuttgart,2.32,3.43,2.80
173,20,Hannover 96,0,1,FSV Mainz 05,2.60,3.22,2.55
174,20,Hertha Berlin,0,0,Borussia Dortmund,5.84,4.11,1.51
175,20,Ingolstadt,2,1,Augsburg,2.45,3.08,2.85
176,20,Schalke 04,3,0,VfL Wolfsburg,2.46,3.34,2.63
177,20,Bayer Leverkusen,0,0,Bayern Munchen,5.24,3.96,1.58
178,20,Hamburger SV,1,1,FC Koln,2.37,3.20,2.90
179,20,TSG Hoffenheim,0,2,Darmstadt,2.03,3.31,3.48
180,21,FSV Mainz 05,2,1,Schalke 04,2.58,3.27,2.58
181,21,Darmstadt,1,2,Bayer Leverkusen,4.76,3.72,1.66
182,21,Borussia Dortmund,1,0,Hannover 96,1.12,8.12,17.86
183,21,VfB Stuttgart,2,0,Hertha Berlin,2.10,3.38,3.20
184,21,Werder Bremen,1,1,TSG Hoffenheim,2.21,3.40,2.95
185,21,VfL Wolfsburg,2,0,Ingolstadt,1.59,3.80,5.33
186,21,FC Koln,3,1,Eintracht Frankfurt,1.99,3.45,3.52
187,21,Hamburger SV,3,2,Borussia Monchengladbach,2.89,3.35,2.28
188,21,Augsburg,1,3,Bayern Munchen,11.53,5.56,1.24
189,22,Eintracht Frankfurt,0,0,Hamburger SV,2.12,3.37,3.18
190,22,Bayern Munchen,3,1,Darmstadt,1.08,10.14,25.83
191,22,Borussia Monchengladbach,1,0,FC Koln,1.81,3.65,4.02
192,22,Hertha Berlin,1,1,VfL Wolfsburg,2.60,3.17,2.58
193,22,TSG Hoffenheim,3,2,FSV Mainz 05,2.35,3.28,2.82
194,22,Ingolstadt,2,0,Werder Bremen,2.19,3.29,3.16
195,22,Bayer Leverkusen,0,1,Borussia Dortmund,3.19,3.43,2.08
196,22,Schalke 04,1,1,VfB Stuttgart,1.96,3.51,3.39
197,22,Hannover 96,0,1,Augsburg,2.67,3.24,2.48
198,23,FC Koln,0,1,Hertha Berlin,2.10,3.22,3.46
199,23,Hamburger SV,1,1,Ingolstadt,2.35,3.14,2.96
200,23,VfB Stuttgart,1,2,Hannover 96,1.54,4.10,5.41
201,23,Werder Bremen,2,2,Darmstadt,2.03,3.35,3.45
202,23,VfL Wolfsburg,0,2,Bayern Munchen,6.37,4.23,1.47
203,23,Augsburg,2,2,Borussia Monchengladbach,2.63,3.34,2.48
204,23,FSV Mainz 05,3,1,Bayer Leverkusen,3.47,3.34,2.03
205,23,Borussia Dortmund,3,1,TSG Hoffenheim,1.18,6.91,12.89
206,23,Eintracht Frankfurt,0,0,Schalke 04,3.03,3.43,2.17
207,24,Ingolstadt,1,1,FC Koln,2.55,3.09,2.76
208,24,Hannover 96,0,4,VfL Wolfsburg,3.82,3.51,1.89
209,24,Borussia Monchengladbach,4,0,VfB Stuttgart,2.13,3.58,3.05
210,24,Bayer Leverkusen,1,4,Werder Bremen,1.37,4.89,7.08
211,24,Bayern Munchen,1,2,FSV Mainz 05,1.12,8.31,20.74
212,24,Darmstadt,0,2,Borussia Dortmund,9.70,5.17,1.29
213,24,Hertha Berlin,2,0,Eintracht Frankfurt,1.80,3.55,4.17
214,24,TSG Hoffenheim,2,1,Augsburg,2.36,3.34,2.82
215,24,Schalke 04,3,2,Hamburger SV,1.75,3.69,4.30
0,25,Eintracht Frankfurt,1,1,Ingolstadt,2.33,3.20,2.93
1,25,FC Koln,1,3,Schalke 04,2.42,3.19,2.84
2,25,VfB Stuttgart,5,1,TSG Hoffenheim,1.77,3.74,4.10
3,25,Werder Bremen,4,1,Hannover 96,1.83,3.57,4.04
4,25,VfL Wolfsburg,2,1,Borussia Monchengladbach,2.21,3.41,3.03
5,25,Augsburg,3,3,Bayer Leverkusen,3.42,3.36,2.06
6,25,Borussia Dortmund,0,0,Bayern Munchen,3.22,3.44,2.11
7,25,FSV Mainz 05,0,0,Darmstadt,1.81,3.42,4.24
8,25,Hamburger SV,2,0,Hertha Berlin,2.70,3.14,2.55
9,26,Hertha Berlin,2,0,Schalke 04,2.40,3.20,2.87
10,26,Darmstadt,2,2,Augsburg,2.48,3.15,2.77
11,26,Borussia Monchengladbach,3,0,Eintracht Frankfurt,1.62,4.08,4.70
12,26,Hannover 96,0,2,FC Koln,2.99,3.22,2.32
13,26,TSG Hoffenheim,1,0,VfL Wolfsburg,2.88,3.46,2.27
14,26,Ingolstadt,3,3,VfB Stuttgart,2.59,3.23,2.59
15,26,Bayern Munchen,5,0,Werder Bremen,1.14,7.89,16.02
16,26,Bayer Leverkusen,1,0,Hamburger SV,1.55,3.97,5.54
17,26,Borussia Dortmund,2,0,FSV Mainz 05,1.32,5.13,8.22
18,27,Schalke 04,2,1,Borussia Monchengladbach,2.27,3.49,2.85
19,27,Hamburger SV,1,3,TSG Hoffenheim,2.25,3.34,3.00
20,27,Hertha Berlin,2,1,Ingolstadt,2.03,3.17,3.73
21,27,FC Koln,0,1,Bayern Munchen,10.88,5.30,1.27
22,27,Werder Bremen,1,1,FSV Mainz 05,2.33,3.41,2.82
23,27,VfL Wolfsburg,1,1,Darmstadt,1.47,4.17,6.53
24,27,Eintracht Frankfurt,1,0,Hannover 96,1.82,3.57,4.00
25,27,VfB Stuttgart,0,2,Bayer Leverkusen,2.54,3.45,2.54
26,27,Augsburg,1,3,Borussia Dortmund,6.21,4.17,1.47
27,28,Bayer Leverkusen,3,0,VfL Wolfsburg,1.99,3.39,3.51
28,28,Hannover 96,0,3,Hamburger SV,2.78,3.20,2.45
29,28,Bayern Munchen,1,0,Eintracht Frankfurt,1.09,9.14,21.85
30,28,Darmstadt,2,2,VfB Stuttgart,2.95,3.31,2.26
31,28,Ingolstadt,3,0,Schalke 04,2.80,3.14,2.44
32,28,FSV Mainz 05,4,2,Augsburg,2.03,3.36,3.41
33,28,Borussia Dortmund,3,2,Werder Bremen,1.21,6.20,11.63
34,28,Borussia Monchengladbach,5,0,Hertha Berlin,1.88,3.42,3.92
35,28,TSG Hoffenheim,1,1,FC Koln,2.36,3.28,2.82
36,29,Hertha Berlin,2,2,Hannover 96,1.56,3.83,5.82
37,29,VfB Stuttgart,1,3,Bayern Munchen,6.13,4.46,1.45
38,29,Werder Bremen,1,2,Augsburg,2.17,3.39,3.07
39,29,Eintracht Frankfurt,0,2,TSG Hoffenheim,2.38,3.36,2.76
40,29,Hamburger SV,1,2,Darmstadt,2.07,3.21,3.51
41,29,Ingolstadt,1,0,Borussia Monchengladbach,2.93,3.23,2.33
42,29,VfL Wolfsburg,1,1,FSV Mainz 05,1.93,3.50,3.65
43,29,Schalke 04,2,2,Borussia Dortmund,4.02,3.62,1.80
44,29,FC Koln,0,2,Bayer Leverkusen,2.91,3.22,2.36
45,30,Hannover 96,2,0,Borussia Monchengladbach,4.56,3.76,1.69
46,30,Darmstadt,2,0,Ingolstadt,2.50,3.11,2.79
47,30,Augsburg,1,0,VfB Stuttgart,2.38,3.44,2.72
48,30,Bayer Leverkusen,3,0,Eintracht Frankfurt,1.43,4.41,6.84
49,30,Werder Bremen,3,2,VfL Wolfsburg,2.77,3.39,2.38
50,30,TSG Hoffenheim,2,1,Hertha Berlin,2.53,3.22,2.67
51,30,Bayern Munchen,3,0,Schalke 04,1.18,6.61,13.19
52,30,Borussia Dortmund,3,0,Hamburger SV,1.26,5.50,10.26
53,30,FSV Mainz 05,2,3,FC Koln,2.14,3.30,3.25
54,31,Hamburger SV,2,1,Werder Bremen,2.23,3.40,2.96
55,31,VfB Stuttgart,0,3,Borussia Dortmund,5.04,4.05,1.58
56,31,VfL Wolfsburg,0,2,Augsburg,1.80,3.66,3.95
57,31,Hertha Berlin,0,2,Bayern Munchen,8.16,4.68,1.35
58,31,Ingolstadt,2,2,Hannover 96,1.71,3.60,4.63
59,31,FC Koln,4,1,Darmstadt,1.88,3.30,4.02
60,31,Schalke 04,2,3,Bayer Leverkusen,2.63,3.31,2.51
61,31,Borussia Monchengladbach,3,1,TSG Hoffenheim,1.62,3.95,4.77
62,31,Eintracht Frankfurt,2,1,FSV Mainz 05,2.63,3.32,2.49
63,32,Augsburg,0,0,FC Koln,2.20,3.33,3.05
64,32,Bayern Munchen,1,1,Borussia Monchengladbach,1.29,5.40,8.69
65,32,Darmstadt,1,2,Eintracht Frankfurt,2.38,3.26,2.82
66,32,Borussia Dortmund,5,1,VfL Wolfsburg,1.51,4.25,5.64
67,32,Hannover 96,1,3,Schalke 04,3.91,3.63,1.81
68,32,TSG Hoffenheim,2,1,Ingolstadt,2.08,3.32,3.34
69,32,FSV Mainz 05,0,0,Hamburger SV,1.90,3.51,3.71
70,32,Bayer Leverkusen,2,1,Hertha Berlin,1.71,3.66,4.55
71,32,Werder Bremen,6,2,VfB Stuttgart,2.28,3.51,2.80
72,33,Borussia Monchengladbach,2,1,Bayer Leverkusen,2.04,3.61,3.27
73,33,Eintracht Frankfurt,1,0,Borussia Dortmund,6.80,4.71,1.41
74,33,Hamburger SV,0,1,VfL Wolfsburg,2.58,3.39,2.52
75,33,Hannover 96,1,0,TSG Hoffenheim,3.33,3.59,2.00
76,33,Hertha Berlin,1,2,Darmstadt,1.67,3.65,4.85
77,33,Ingolstadt,1,2,Bayern Munchen,10.47,5.30,1.27
78,33,FC Koln,0,0,Werder Bremen,2.70,3.49,2.38
79,33,Schalke 04,1,1,Augsburg,1.64,3.96,4.64
80,33,VfB Stuttgart,1,3,FSV Mainz 05,2.12,3.61,3.09
81,34,Augsburg,1,3,Hamburger SV,2.04,3.42,3.36
82,34,Bayer Leverkusen,3,2,Ingolstadt,1.45,4.45,6.16
83,34,Bayern Munchen,3,1,Hannover 96,1.09,9.17,21.21
84,34,Darmstadt,0,2,Borussia Monchengladbach,3.49,3.59,1.96
85,34,Borussia Dortmund,2,2,FC Koln,1.28,5.54,9.01
86,34,TSG Hoffenheim,1,4,Schalke 04,2.94,3.63,2.16
87,34,FSV Mainz 05,0,0,Hertha Berlin,2.08,3.43,3.25
88,34,Werder Bremen,1,0,Eintracht Frankfurt,2.06,3.56,3.18
89,34,VfL Wolfsburg,3,1,VfB Stuttgart,2.59,3.70,2.37
