,Round,Hometeam,Scorehome,Scoreaway,Awayteam,Home,Draw,Away
38,5,SC Freiburg,1,1,Augsburg,2.05,3.48,3.41
39,5,Bayer Leverkusen,2,0,Union Berlin,1.22,6.15,12.77
40,5,Bayern Munchen,4,0,FC Koln,1.10,9.07,20.99
41,5,Werder Bremen,0,3,RB Leipzig,3.79,3.87,1.83
42,5,Borussia Monchengladbach,2,1,Fortuna Dusseldorf,1.59,4.16,5.00
43,5,Eintracht Frankfurt,2,2,Borussia Dortmund,3.86,4.02,1.79
44,5,VfL Wolfsburg,1,1,TSG Hoffenheim,2.14,3.68,3.10
45,6,Union Berlin,1,2,Eintracht Frankfurt,2.95,3.56,2.23
46,6,FSV Mainz 05,0,1,VfL Wolfsburg,2.76,3.54,2.37
47,6,SC Paderborn 07,2,3,Bayern Munchen,13.51,7.68,1.16
48,6,RB Leipzig,1,3,Schalke 04,1.56,4.21,5.30
49,6,TSG Hoffenheim,0,3,Borussia Monchengladbach,2.32,3.58,2.80
50,6,Augsburg,0,3,Bayer Leverkusen,4.43,4.16,1.66
51,6,Borussia Dortmund,2,2,Werder Bremen,1.32,5.51,8.04
52,6,Fortuna Dusseldorf,1,2,SC Freiburg,2.35,3.48,2.80
53,6,FC Koln,0,4,Hertha Berlin,2.12,3.60,3.10
54,7,Hertha Berlin,3,1,Fortuna Dusseldorf,1.94,3.62,3.63
55,7,SC Paderborn 07,1,2,FSV Mainz 05,2.55,3.56,2.54
56,7,Bayer Leverkusen,1,1,RB Leipzig,2.50,3.62,2.58
57,7,Bayern Munchen,1,2,TSG Hoffenheim,1.11,8.94,20.28
58,7,SC Freiburg,2,2,Borussia Dortmund,5.80,4.58,1.48
59,7,Schalke 04,1,1,FC Koln,1.73,3.85,4.42
60,7,Borussia Monchengladbach,5,1,Augsburg,1.60,4.19,5.04
61,7,VfL Wolfsburg,1,0,Union Berlin,1.56,4.17,5.55
62,7,Eintracht Frankfurt,2,2,Werder Bremen,2.05,3.67,3.30
63,8,Eintracht Frankfurt,3,0,Bayer Leverkusen,2.85,3.70,2.25
64,8,Union Berlin,2,0,SC Freiburg,2.39,3.47,2.78
65,8,RB Leipzig,1,1,VfL Wolfsburg,1.58,4.09,5.25
66,8,Fortuna Dusseldorf,1,0,FSV Mainz 05,2.39,3.55,2.74
67,8,Werder Bremen,1,1,Hertha Berlin,1.97,3.73,3.44
68,8,Augsburg,2,2,Bayern Munchen,14.15,7.50,1.17
69,8,Borussia Dortmund,1,0,Borussia Monchengladbach,1.44,4.77,6.12
70,8,FC Koln,3,0,SC Paderborn 07,1.71,4.11,4.17
71,8,TSG Hoffenheim,2,0,Schalke 04,2.60,3.47,2.53
72,9,FSV Mainz 05,3,1,FC Koln,2.27,3.58,2.88
73,9,SC Freiburg,2,1,RB Leipzig,4.15,3.86,1.76
74,9,Hertha Berlin,2,3,TSG Hoffenheim,2.15,3.60,3.09
75,9,Schalke 04,0,0,Borussia Dortmund,3.31,3.60,2.05
76,9,SC Paderborn 07,2,0,Fortuna Dusseldorf,2.32,3.78,2.70
77,9,Bayern Munchen,2,1,Union Berlin,1.09,10.41,21.89
78,9,Bayer Leverkusen,2,2,Werder Bremen,1.58,4.26,5.05
79,9,VfL Wolfsburg,0,0,Augsburg,1.60,4.12,5.00
80,9,Borussia Monchengladbach,4,2,Eintracht Frankfurt,1.99,3.73,3.37
81,10,TSG Hoffenheim,3,0,SC Paderborn 07,1.51,4.47,5.58
82,10,Werder Bremen,2,2,SC Freiburg,2.01,3.63,3.38
83,10,Eintracht Frankfurt,5,1,Bayern Munchen,7.02,5.05,1.38
84,10,RB Leipzig,8,0,FSV Mainz 05,1.34,5.06,8.15
85,10,Bayer Leverkusen,1,2,Borussia Monchengladbach,1.98,3.74,3.39
86,10,Borussia Dortmund,3,0,VfL Wolfsburg,1.44,4.57,6.58
87,10,Union Berlin,1,0,Hertha Berlin,2.70,3.40,2.48
88,10,Fortuna Dusseldorf,2,0,FC Koln,2.49,3.56,2.62
89,10,Augsburg,2,3,Schalke 04,3.42,3.66,1.99
90,11,FC Koln,1,2,TSG Hoffenheim,2.53,3.54,2.58
91,11,Hertha Berlin,2,4,RB Leipzig,3.96,3.71,1.84
92,11,SC Paderborn 07,0,1,Augsburg,2.42,3.64,2.66
93,11,Schalke 04,3,3,Fortuna Dusseldorf,1.60,4.10,5.15
94,11,FSV Mainz 05,2,3,Union Berlin,2.10,3.46,3.32
95,11,Bayern Munchen,4,0,Borussia Dortmund,1.52,4.58,5.25
96,11,Borussia Monchengladbach,3,1,Werder Bremen,1.85,3.80,3.84
97,11,VfL Wolfsburg,0,2,Bayer Leverkusen,2.71,3.46,2.46
98,11,SC Freiburg,1,0,Eintracht Frankfurt,2.68,3.45,2.48
99,12,Borussia Dortmund,3,3,SC Paderborn 07,1.17,7.33,13.23
100,12,Bayer Leverkusen,1,1,SC Freiburg,1.54,4.26,5.42
101,12,Fortuna Dusseldorf,0,4,Bayern Munchen,12.17,7.03,1.19
102,12,Werder Bremen,1,2,Schalke 04,2.45,3.49,2.66
103,12,Union Berlin,2,0,Borussia Monchengladbach,3.33,3.54,2.07
104,12,Eintracht Frankfurt,0,2,VfL Wolfsburg,2.05,3.58,3.34
105,12,RB Leipzig,4,1,FC Koln,1.32,5.37,8.08
106,12,Augsburg,4,0,Hertha Berlin,2.60,3.50,2.52
107,12,TSG Hoffenheim,1,5,FSV Mainz 05,1.61,4.20,4.89
108,13,Schalke 04,2,1,Union Berlin,1.72,3.73,4.64
109,13,Hertha Berlin,1,2,Borussia Dortmund,4.28,3.89,1.74
110,13,SC Paderborn 07,2,3,RB Leipzig,6.83,5.18,1.37
111,13,FC Koln,1,1,Augsburg,2.01,3.69,3.39
112,13,TSG Hoffenheim,1,1,Fortuna Dusseldorf,1.64,4.14,4.67
113,13,Bayern Munchen,1,2,Bayer Leverkusen,1.24,6.24,9.62
114,13,Borussia Monchengladbach,4,2,SC Freiburg,1.68,3.98,4.57
115,13,VfL Wolfsburg,2,3,Werder Bremen,2.20,3.58,3.00
116,13,FSV Mainz 05,2,1,Eintracht Frankfurt,3.06,3.71,2.13
117,14,Eintracht Frankfurt,2,2,Hertha Berlin,1.84,3.70,3.91
118,14,Borussia Monchengladbach,2,1,Bayern Munchen,5.19,4.40,1.55
119,14,SC Freiburg,1,0,VfL Wolfsburg,2.51,3.44,2.65
120,14,Borussia Dortmund,5,0,Fortuna Dusseldorf,1.28,5.59,9.31
121,14,Augsburg,2,1,FSV Mainz 05,2.23,3.56,2.95
122,14,RB Leipzig,3,1,TSG Hoffenheim,1.50,4.46,5.66
123,14,Bayer Leverkusen,2,1,Schalke 04,1.92,3.62,3.69
124,14,Union Berlin,2,0,FC Koln,2.23,3.43,3.05
125,14,Werder Bremen,0,1,SC Paderborn 07,1.51,4.57,5.24
126,15,TSG Hoffenheim,2,4,Augsburg,1.72,3.84,4.46
127,15,SC Paderborn 07,1,1,Union Berlin,2.67,3.51,2.44
128,15,Bayern Munchen,6,1,Werder Bremen,1.13,8.28,15.71
129,15,Hertha Berlin,1,0,SC Freiburg,2.18,3.52,3.11
130,15,FC Koln,2,0,Bayer Leverkusen,3.95,3.75,1.82
131,15,FSV Mainz 05,0,4,Borussia Dortmund,4.47,4.03,1.68
132,15,Fortuna Dusseldorf,0,3,RB Leipzig,5.76,4.47,1.49
133,15,VfL Wolfsburg,2,1,Borussia Monchengladbach,2.44,3.47,2.69
134,15,Schalke 04,1,0,Eintracht Frankfurt,2.01,3.58,3.41
135,16,Werder Bremen,0,5,FSV Mainz 05,1.81,3.80,3.94
136,16,Borussia Dortmund,3,3,RB Leipzig,2.10,3.63,3.14
137,16,Union Berlin,0,2,TSG Hoffenheim,2.39,3.44,2.77
138,16,Augsburg,3,0,Fortuna Dusseldorf,1.99,3.64,3.47
139,16,Bayer Leverkusen,0,1,Hertha Berlin,1.49,4.44,5.80
140,16,Eintracht Frankfurt,2,4,FC Koln,1.64,4.01,4.81
141,16,SC Freiburg,1,3,Bayern Munchen,10.12,6.32,1.23
142,16,VfL Wolfsburg,1,1,Schalke 04,2.45,3.35,2.73
143,16,Borussia Monchengladbach,2,0,SC Paderborn 07,1.23,6.35,10.07
144,17,TSG Hoffenheim,2,1,Borussia Dortmund,4.28,3.98,1.72
145,17,FC Koln,1,0,Werder Bremen,2.41,3.55,2.70
146,17,Schalke 04,2,2,SC Freiburg,1.70,3.85,4.63
147,17,RB Leipzig,3,1,Augsburg,1.25,6.04,9.67
148,17,Bayern Munchen,2,0,VfL Wolfsburg,1.13,8.40,18.24
149,17,FSV Mainz 05,0,1,Bayer Leverkusen,3.75,3.89,1.84
150,17,Hertha Berlin,0,0,Borussia Monchengladbach,2.95,3.57,2.23
151,17,Fortuna Dusseldorf,2,1,Union Berlin,2.55,3.40,2.62
152,17,SC Paderborn 07,2,1,Eintracht Frankfurt,3.47,3.83,1.92
153,18,Schalke 04,2,0,Borussia Monchengladbach,2.41,3.52,2.69
154,18,Fortuna Dusseldorf,0,1,Werder Bremen,2.57,3.52,2.51
155,18,FC Koln,3,1,VfL Wolfsburg,2.69,3.35,2.51
156,18,Augsburg,3,5,Borussia Dortmund,4.72,4.25,1.61
157,18,TSG Hoffenheim,1,2,Eintracht Frankfurt,2.34,3.62,2.73
158,18,FSV Mainz 05,1,2,SC Freiburg,2.24,3.45,3.02
159,18,RB Leipzig,3,1,Union Berlin,1.28,5.58,9.54
160,18,Hertha Berlin,0,4,Bayern Munchen,8.98,5.80,1.28
161,18,SC Paderborn 07,1,4,Bayer Leverkusen,4.90,4.45,1.56
162,19,Borussia Dortmund,5,1,FC Koln,1.30,5.47,8.53
163,19,VfL Wolfsburg,1,2,Hertha Berlin,2.01,3.45,3.57
164,19,Borussia Monchengladbach,3,1,FSV Mainz 05,1.55,4.40,5.09
165,19,Eintracht Frankfurt,2,0,RB Leipzig,3.81,3.93,1.81
166,19,SC Freiburg,0,2,SC Paderborn 07,1.72,4.02,4.18
167,19,Union Berlin,2,0,Augsburg,2.11,3.42,3.29
168,19,Bayern Munchen,5,0,Schalke 04,1.18,7.09,13.11
169,19,Werder Bremen,0,3,TSG Hoffenheim,2.34,3.65,2.72
170,19,Bayer Leverkusen,3,0,Fortuna Dusseldorf,1.44,4.60,6.34
171,20,Hertha Berlin,0,0,Schalke 04,2.61,3.39,2.56
172,20,TSG Hoffenheim,2,1,Bayer Leverkusen,2.99,3.60,2.19
173,20,Fortuna Dusseldorf,1,1,Eintracht Frankfurt,3.06,3.62,2.17
174,20,FSV Mainz 05,1,3,Bayern Munchen,12.42,7.18,1.18
175,20,Borussia Dortmund,5,0,Union Berlin,1.26,5.93,9.78
176,20,Augsburg,2,1,Werder Bremen,2.24,3.64,2.86
177,20,RB Leipzig,2,2,Borussia Monchengladbach,1.58,4.17,5.11
178,20,FC Koln,4,0,SC Freiburg,2.19,3.51,3.10
179,20,SC Paderborn 07,2,4,VfL Wolfsburg,3.63,3.80,1.90
180,21,Eintracht Frankfurt,5,0,Augsburg,1.77,3.87,4.09
181,21,Schalke 04,1,1,SC Paderborn 07,1.47,4.56,6.06
182,21,Hertha Berlin,1,3,FSV Mainz 05,1.98,3.59,3.51
183,21,Werder Bremen,0,2,Union Berlin,2.07,3.53,3.34
184,21,VfL Wolfsburg,1,1,Fortuna Dusseldorf,1.61,4.00,5.11
185,21,SC Freiburg,1,0,TSG Hoffenheim,2.49,3.48,2.61
186,21,Bayer Leverkusen,4,3,Borussia Dortmund,2.74,3.77,2.30
187,21,Bayern Munchen,0,0,RB Leipzig,1.48,4.81,5.53
188,21,Borussia Monchengladbach,2,1,FC Koln,1.70,4.06,4.31
189,22,Borussia Dortmund,4,0,Eintracht Frankfurt,1.37,5.23,6.98
190,22,Augsburg,1,1,SC Freiburg,2.11,3.59,3.17
191,22,RB Leipzig,3,0,Werder Bremen,1.29,5.56,9.04
192,22,TSG Hoffenheim,2,3,VfL Wolfsburg,2.34,3.47,2.86
193,22,SC Paderborn 07,1,2,Hertha Berlin,2.82,3.55,2.32
194,22,Union Berlin,2,3,Bayer Leverkusen,3.63,3.68,1.92
195,22,Fortuna Dusseldorf,1,4,Borussia Monchengladbach,3.70,3.70,1.91
196,22,FC Koln,1,4,Bayern Munchen,11.49,6.95,1.20
197,22,FSV Mainz 05,0,0,Schalke 04,3.08,3.45,2.21
198,23,Bayern Munchen,3,2,SC Paderborn 07,1.05,13.69,31.21
199,23,Werder Bremen,0,2,Borussia Dortmund,5.75,4.75,1.47
200,23,Hertha Berlin,0,5,FC Koln,2.23,3.47,3.05
201,23,SC Freiburg,0,2,Fortuna Dusseldorf,2.04,3.54,3.39
202,23,Borussia Monchengladbach,1,1,TSG Hoffenheim,1.78,3.88,4.04
203,23,Schalke 04,0,5,RB Leipzig,3.74,3.77,1.88
204,23,Bayer Leverkusen,2,0,Augsburg,1.45,4.64,6.25
205,23,VfL Wolfsburg,4,0,FSV Mainz 05,1.70,3.90,4.53
206,23,Eintracht Frankfurt,1,2,Union Berlin,1.86,3.69,3.85
207,24,Fortuna Dusseldorf,3,3,Hertha Berlin,2.63,3.30,2.60
208,24,FSV Mainz 05,2,0,SC Paderborn 07,1.80,3.78,4.06
209,24,Borussia Dortmund,1,0,SC Freiburg,1.25,6.01,10.35
210,24,TSG Hoffenheim,0,6,Bayern Munchen,8.44,5.77,1.29
211,24,Augsburg,2,3,Borussia Monchengladbach,3.18,3.60,2.10
212,24,FC Koln,3,0,Schalke 04,2.47,3.44,2.70
213,24,Union Berlin,2,2,VfL Wolfsburg,2.62,3.30,2.61
214,24,RB Leipzig,1,1,Bayer Leverkusen,1.64,4.23,4.65
215,24,Werder Bremen,0,3,Eintracht Frankfurt,2.59,3.46,2.52
216,25,SC Paderborn 07,1,2,FC Koln,2.83,3.63,2.29
217,25,Bayer Leverkusen,4,0,Eintracht Frankfurt,1.73,3.91,4.32
218,25,Hertha Berlin,2,2,Werder Bremen,2.14,3.46,3.25
219,25,VfL Wolfsburg,0,0,RB Leipzig,4.03,3.73,1.83
220,25,Schalke 04,1,1,TSG Hoffenheim,2.12,3.59,3.19
221,25,SC Freiburg,3,1,Union Berlin,2.20,3.44,3.18
222,25,Borussia Monchengladbach,1,2,Borussia Dortmund,3.18,3.76,2.06
223,25,Bayern Munchen,2,0,Augsburg,1.09,9.82,20.77
224,25,FSV Mainz 05,1,1,Fortuna Dusseldorf,1.99,3.65,3.49
225,26,RB Leipzig,1,1,SC Freiburg,1.30,5.32,9.60
226,26,Borussia Dortmund,4,0,Schalke 04,1.43,4.62,6.77
227,26,TSG Hoffenheim,0,3,Hertha Berlin,2.00,3.55,3.54
228,26,Fortuna Dusseldorf,0,0,SC Paderborn 07,2.09,3.57,3.24
229,26,Augsburg,1,2,VfL Wolfsburg,2.95,3.41,2.30
230,26,Eintracht Frankfurt,1,3,Borussia Monchengladbach,2.91,3.53,2.27
231,26,FC Koln,2,2,FSV Mainz 05,1.91,3.70,3.69
232,26,Union Berlin,0,2,Bayern Munchen,11.39,6.27,1.22
233,26,Werder Bremen,1,4,Bayer Leverkusen,3.91,3.88,1.81
234,27,Hertha Berlin,4,0,Union Berlin,2.35,3.29,2.94
235,27,SC Freiburg,0,1,Werder Bremen,2.35,3.49,2.79
236,27,SC Paderborn 07,1,1,TSG Hoffenheim,3.26,3.65,2.04
237,27,Borussia Monchengladbach,1,3,Bayer Leverkusen,2.38,3.62,2.66
238,27,VfL Wolfsburg,0,2,Borussia Dortmund,3.75,3.74,1.87
239,27,Bayern Munchen,5,2,Eintracht Frankfurt,1.18,7.05,12.32
240,27,Schalke 04,0,3,Augsburg,2.00,3.42,3.59
241,27,FSV Mainz 05,0,5,RB Leipzig,5.33,4.41,1.53
242,27,FC Koln,2,2,Fortuna Dusseldorf,1.86,3.70,3.90
243,28,Borussia Dortmund,0,1,Bayern Munchen,3.38,3.84,1.96
244,28,Eintracht Frankfurt,3,3,SC Freiburg,2.02,3.59,3.39
245,28,Werder Bremen,0,0,Borussia Monchengladbach,3.99,3.73,1.82
246,28,Bayer Leverkusen,1,4,VfL Wolfsburg,1.83,3.74,3.88
247,28,RB Leipzig,2,2,Hertha Berlin,1.36,4.95,7.55
248,28,Fortuna Dusseldorf,2,1,Schalke 04,2.90,3.39,2.35
249,28,Augsburg,0,0,SC Paderborn 07,1.95,3.54,3.66
250,28,TSG Hoffenheim,3,1,FC Koln,2.37,3.54,2.78
251,28,Union Berlin,1,1,FSV Mainz 05,2.26,3.41,2.99
252,29,SC Freiburg,0,1,Bayer Leverkusen,3.84,3.68,1.88
253,29,VfL Wolfsburg,1,2,Eintracht Frankfurt,2.00,3.67,3.36
254,29,Schalke 04,0,1,Werder Bremen,2.00,3.51,3.64
255,29,FSV Mainz 05,0,1,TSG Hoffenheim,2.64,3.52,2.47
256,29,Hertha Berlin,2,0,Augsburg,2.02,3.53,3.44
257,29,Bayern Munchen,5,0,Fortuna Dusseldorf,1.07,11.12,25.55
258,29,Borussia Monchengladbach,4,1,Union Berlin,1.49,4.31,6.23
259,29,SC Paderborn 07,1,6,Borussia Dortmund,8.43,5.47,1.31
260,29,FC Koln,2,4,RB Leipzig,4.51,4.09,1.67
261,30,SC Freiburg,1,0,Borussia Monchengladbach,3.79,3.70,1.87
262,30,Bayer Leverkusen,2,4,Bayern Munchen,4.66,4.31,1.62
263,30,RB Leipzig,1,1,SC Paderborn 07,1.17,7.40,13.89
264,30,Eintracht Frankfurt,0,2,FSV Mainz 05,1.91,3.66,3.67
265,30,Fortuna Dusseldorf,2,2,TSG Hoffenheim,2.72,3.42,2.44
266,30,Borussia Dortmund,1,0,Hertha Berlin,1.34,5.32,7.56
267,30,Werder Bremen,0,1,VfL Wolfsburg,3.09,3.43,2.22
268,30,Union Berlin,1,1,Schalke 04,2.47,3.28,2.78
269,30,Augsburg,1,1,FC Koln,2.58,3.39,2.63
270,31,TSG Hoffenheim,0,2,RB Leipzig,4.86,4.24,1.62
271,31,FC Koln,1,2,Union Berlin,1.95,3.55,3.65
272,31,SC Paderborn 07,1,5,Werder Bremen,2.83,3.51,2.32
273,31,Fortuna Dusseldorf,0,1,Borussia Dortmund,5.96,4.64,1.48
274,31,Hertha Berlin,1,4,Eintracht Frankfurt,2.31,3.53,2.82
275,31,VfL Wolfsburg,2,2,SC Freiburg,1.80,3.69,4.13
276,31,Bayern Munchen,2,1,Borussia Monchengladbach,1.28,6.02,8.43
277,31,FSV Mainz 05,0,1,Augsburg,2.32,3.47,2.85
278,31,Schalke 04,1,1,Bayer Leverkusen,4.53,3.87,1.72
279,32,Borussia Monchengladbach,3,0,VfL Wolfsburg,1.94,3.66,3.57
280,32,SC Freiburg,2,1,Hertha Berlin,2.71,3.45,2.44
281,32,Werder Bremen,0,1,Bayern Munchen,14.75,7.70,1.15
282,32,Union Berlin,1,0,SC Paderborn 07,1.83,3.60,4.07
283,32,Eintracht Frankfurt,2,1,Schalke 04,1.89,3.62,3.78
284,32,Bayer Leverkusen,3,1,FC Koln,1.53,4.40,5.36
285,32,RB Leipzig,2,2,Fortuna Dusseldorf,1.20,6.92,11.31
286,32,Borussia Dortmund,0,2,FSV Mainz 05,1.21,6.74,10.64
287,32,Augsburg,1,3,TSG Hoffenheim,2.60,3.53,2.48
288,33,Hertha Berlin,2,0,Bayer Leverkusen,4.19,3.79,1.75
289,33,RB Leipzig,0,2,Borussia Dortmund,2.30,3.62,2.75
290,33,FC Koln,1,1,Eintracht Frankfurt,2.43,3.61,2.64
291,33,Bayern Munchen,3,1,SC Freiburg,1.12,8.46,18.50
292,33,Fortuna Dusseldorf,1,1,Augsburg,2.03,3.59,3.37
293,33,Schalke 04,1,4,VfL Wolfsburg,4.49,3.67,1.74
294,33,SC Paderborn 07,1,3,Borussia Monchengladbach,7.92,5.22,1.35
295,33,TSG Hoffenheim,4,0,Union Berlin,1.80,3.76,4.03
296,33,FSV Mainz 05,3,1,Werder Bremen,2.30,3.60,2.80
297,34,VfL Wolfsburg,0,4,Bayern Munchen,3.83,4.09,1.77
298,34,SC Freiburg,4,0,Schalke 04,1.81,3.81,3.92
299,34,Borussia Monchengladbach,2,1,Hertha Berlin,1.37,5.06,7.10
300,34,Werder Bremen,6,1,FC Koln,1.75,4.00,4.14
301,34,Augsburg,1,2,RB Leipzig,6.57,4.91,1.40
302,34,Borussia Dortmund,0,4,TSG Hoffenheim,1.58,4.46,4.92
303,34,Eintracht Frankfurt,3,2,SC Paderborn 07,1.43,4.86,6.13
304,34,Union Berlin,3,0,Fortuna Dusseldorf,3.30,3.59,2.08
305,34,Bayer Leverkusen,1,0,FSV Mainz 05,1.35,5.40,7.55
