,Round,Hometeam,Scorehome,Scoreaway,Awayteam,Home,Draw,Away
117,29,Eintracht Frankfurt,3,2,Bayer Leverkusen,3.12,3.21,2.16
118,29,Borussia Dortmund,2,1,Werder Bremen,2.39,3.21,2.75
119,29,Schalke 04,1,2,Bayern Munchen,2.68,3.19,2.50
120,29,SC Freiburg,1,1,VfL Bochum,2.15,3.23,3.17
121,29,VfB Stuttgart,2,1,Borussia Monchengladbach,1.40,4.15,7.18
122,29,Nurnberg,2,0,FSV Mainz 05,2.09,3.21,3.29
123,29,FC Koln,0,3,Hertha Berlin,2.27,3.16,2.96
124,29,VfL Wolfsburg,4,0,TSG Hoffenheim,1.84,3.38,3.92
125,29,Hamburger SV,0,0,Hannover 96,1.43,4.03,7.00
126,30,Borussia Monchengladbach,2,0,Eintracht Frankfurt,2.24,3.24,2.98
127,30,Hertha Berlin,0,1,VfB Stuttgart,2.89,3.23,2.29
128,30,FSV Mainz 05,1,0,Borussia Dortmund,3.35,3.24,2.07
129,30,Hannover 96,4,2,Schalke 04,4.58,3.46,1.71
130,30,Werder Bremen,4,0,SC Freiburg,1.33,4.50,8.18
131,30,TSG Hoffenheim,0,2,FC Koln,1.88,3.30,3.81
132,30,Bayer Leverkusen,1,1,Bayern Munchen,2.98,3.25,2.23
133,30,VfL Bochum,1,2,Hamburger SV,3.08,3.26,2.18
134,30,Nurnberg,0,2,VfL Wolfsburg,2.77,3.23,2.33
135,31,FC Koln,2,0,VfL Bochum,2.12,3.21,3.26
136,31,Schalke 04,3,1,Borussia Monchengladbach,1.35,4.37,7.93
137,31,Hamburger SV,0,1,FSV Mainz 05,1.42,4.12,7.00
138,31,SC Freiburg,2,1,Nurnberg,2.24,3.18,3.03
139,31,VfB Stuttgart,2,1,Bayer Leverkusen,2.13,3.25,3.18
140,31,VfL Wolfsburg,2,4,Werder Bremen,2.56,3.28,2.53
141,31,Bayern Munchen,7,0,Hannover 96,1.21,5.89,12.17
142,31,Borussia Dortmund,1,1,TSG Hoffenheim,1.57,3.70,5.56
143,31,Eintracht Frankfurt,2,2,Hertha Berlin,2.23,3.27,3.02
144,32,VfL Bochum,0,2,VfB Stuttgart,3.98,3.45,1.83
145,32,FSV Mainz 05,3,3,Eintracht Frankfurt,2.19,3.24,3.12
146,32,Nurnberg,2,3,Borussia Dortmund,3.11,3.25,2.15
147,32,Hertha Berlin,0,1,Schalke 04,3.58,3.38,1.92
148,32,Bayer Leverkusen,3,0,Hannover 96,1.31,4.73,9.06
149,32,Borussia Monchengladbach,1,1,Bayern Munchen,6.31,4.00,1.47
150,32,Werder Bremen,1,0,FC Koln,1.27,5.13,9.79
151,32,TSG Hoffenheim,5,1,Hamburger SV,2.83,3.21,2.36
152,32,SC Freiburg,1,0,VfL Wolfsburg,3.03,3.34,2.20
153,33,Borussia Dortmund,1,1,VfL Wolfsburg,1.68,3.59,4.58
154,33,Bayer Leverkusen,1,1,Hertha Berlin,1.32,4.79,8.04
155,33,Eintracht Frankfurt,1,2,TSG Hoffenheim,2.26,3.21,2.91
156,33,Schalke 04,0,2,Werder Bremen,2.12,3.32,3.11
157,33,Bayern Munchen,3,1,VfL Bochum,1.13,7.29,15.93
158,33,Hannover 96,6,1,Borussia Monchengladbach,1.82,3.44,3.90
159,33,FC Koln,2,2,SC Freiburg,2.31,3.19,2.84
160,33,VfB Stuttgart,2,2,FSV Mainz 05,1.30,4.79,8.56
161,33,Hamburger SV,4,0,Nurnberg,1.78,3.43,4.18
162,34,Hertha Berlin,1,3,Bayern Munchen,3.79,3.54,1.83
163,34,TSG Hoffenheim,1,1,VfB Stuttgart,2.81,3.30,2.30
164,34,Werder Bremen,1,1,Hamburger SV,1.65,3.74,4.60
165,34,SC Freiburg,3,1,Borussia Dortmund,3.70,3.43,1.88
166,34,FSV Mainz 05,0,0,Schalke 04,2.79,3.26,2.34
167,34,Borussia Monchengladbach,1,1,Bayer Leverkusen,4.19,3.73,1.71
168,34,VfL Bochum,0,3,Hannover 96,2.24,3.34,2.88
169,34,Nurnberg,1,0,FC Koln,1.58,3.87,5.02
170,34,VfL Wolfsburg,3,1,Eintracht Frankfurt,1.77,3.60,3.99
