,Round,Hometeam,Scorehome,Scoreaway,Awayteam,Home,Draw,Away
111,13,VfL Wolfsburg,4,1,Hannover 96,2.23,3.29,2.99
112,13,Borussia Monchengladbach,5,0,Werder Bremen,2.48,3.25,2.68
113,13,Bayern Munchen,0,1,Borussia Dortmund,1.58,3.78,5.28
114,13,VfB Stuttgart,2,1,Augsburg,1.37,4.36,7.86
115,13,Hamburger SV,2,0,TSG Hoffenheim,2.34,3.28,2.82
116,13,FC Koln,1,1,FSV Mainz 05,2.53,3.24,2.58
117,14,FC Koln,0,3,Borussia Monchengladbach,2.84,3.24,2.31
118,14,Nurnberg,1,0,Kaiserslautern,2.00,3.27,3.47
119,14,TSG Hoffenheim,1,1,SC Freiburg,1.58,3.65,5.39
120,14,Augsburg,2,0,VfL Wolfsburg,2.87,3.23,2.29
121,14,Borussia Dortmund,2,0,Schalke 04,1.63,3.59,4.98
122,14,Hertha Berlin,3,3,Bayer Leverkusen,2.70,3.21,2.43
123,14,Hannover 96,1,1,Hamburger SV,2.09,3.30,3.20
124,14,Werder Bremen,2,0,VfB Stuttgart,2.05,3.36,3.28
125,14,FSV Mainz 05,3,2,Bayern Munchen,8.78,4.63,1.32
126,15,Bayer Leverkusen,2,0,TSG Hoffenheim,1.81,3.43,4.10
127,15,VfL Wolfsburg,2,2,FSV Mainz 05,2.26,3.30,2.92
128,15,Borussia Monchengladbach,1,1,Borussia Dortmund,3.38,3.34,2.03
129,15,SC Freiburg,1,1,Hannover 96,2.47,3.25,2.64
130,15,Kaiserslautern,1,1,Hertha Berlin,2.38,3.24,2.76
131,15,Bayern Munchen,4,1,Werder Bremen,1.29,4.84,9.31
132,15,VfB Stuttgart,2,2,FC Koln,1.43,4.17,6.72
133,15,Hamburger SV,2,0,Nurnberg,1.96,3.35,3.60
134,15,Schalke 04,3,1,Augsburg,1.30,4.85,8.66
135,16,Hertha Berlin,1,2,Schalke 04,2.68,3.24,2.44
136,16,FSV Mainz 05,0,0,Hamburger SV,2.17,3.29,3.07
137,16,Werder Bremen,4,1,VfL Wolfsburg,1.59,3.73,4.90
138,16,Nurnberg,0,2,TSG Hoffenheim,2.32,3.19,2.91
139,16,FC Koln,4,0,SC Freiburg,2.18,3.28,3.06
140,16,Augsburg,1,0,Borussia Monchengladbach,3.77,3.34,1.91
141,16,Hannover 96,0,0,Bayer Leverkusen,2.62,3.22,2.54
142,16,Borussia Dortmund,1,1,Kaiserslautern,1.23,5.36,11.16
143,16,VfB Stuttgart,1,2,Bayern Munchen,4.97,3.80,1.62
144,17,Bayern Munchen,3,0,FC Koln,1.13,7.55,15.68
145,17,Hamburger SV,1,1,Augsburg,1.60,3.68,5.31
146,17,SC Freiburg,1,4,Borussia Dortmund,5.65,3.78,1.55
147,17,TSG Hoffenheim,1,1,Hertha Berlin,1.97,3.32,3.57
148,17,VfL Wolfsburg,1,0,VfB Stuttgart,2.54,3.29,2.55
149,17,Bayer Leverkusen,0,3,Nurnberg,1.47,3.88,6.56
150,17,Schalke 04,5,0,Werder Bremen,2.03,3.36,3.36
151,17,Kaiserslautern,1,1,Hannover 96,2.28,3.20,2.97
152,17,Borussia Monchengladbach,1,0,FSV Mainz 05,1.83,3.36,4.09
153,18,Borussia Monchengladbach,3,1,Bayern Munchen,5.21,3.73,1.60
154,18,TSG Hoffenheim,0,0,Hannover 96,1.99,3.32,3.55
155,18,Nurnberg,2,0,Hertha Berlin,2.11,3.28,3.28
156,18,Schalke 04,3,1,VfB Stuttgart,1.78,3.50,4.24
157,18,VfL Wolfsburg,1,0,FC Koln,1.87,3.44,3.86
158,18,SC Freiburg,1,0,Augsburg,1.96,3.34,3.63
159,18,Kaiserslautern,0,0,Werder Bremen,2.80,3.27,2.37
160,18,Hamburger SV,1,5,Borussia Dortmund,4.28,3.42,1.79
161,18,Bayer Leverkusen,3,2,FSV Mainz 05,1.74,3.51,4.44
162,19,Hannover 96,1,0,Nurnberg,2.03,3.29,3.42
163,19,Bayern Munchen,2,0,VfL Wolfsburg,1.20,6.07,12.17
164,19,Hertha Berlin,1,2,Hamburger SV,2.29,3.27,2.91
165,19,Borussia Dortmund,3,1,TSG Hoffenheim,1.34,4.47,8.68
166,19,Werder Bremen,1,1,Bayer Leverkusen,2.23,3.28,2.98
167,19,Augsburg,2,2,Kaiserslautern,2.33,3.18,2.88
168,19,FC Koln,1,4,Schalke 04,3.49,3.37,1.98
169,19,FSV Mainz 05,3,1,SC Freiburg,1.71,3.53,4.55
170,19,VfB Stuttgart,0,3,Borussia Monchengladbach,2.44,3.26,2.71
171,20,Nurnberg,0,2,Borussia Dortmund,5.27,3.63,1.61
172,20,Bayer Leverkusen,2,2,VfB Stuttgart,1.74,3.47,4.39
173,20,VfL Wolfsburg,0,0,Borussia Monchengladbach,2.70,3.24,2.44
174,20,Hertha Berlin,0,1,Hannover 96,2.24,3.24,3.00
175,20,Schalke 04,1,1,FSV Mainz 05,1.63,3.63,4.97
176,20,TSG Hoffenheim,2,2,Augsburg,1.57,3.64,5.58
177,20,Hamburger SV,1,1,Bayern Munchen,5.68,3.84,1.54
178,20,SC Freiburg,2,2,Werder Bremen,3.06,3.30,2.18
179,20,Kaiserslautern,0,1,FC Koln,1.82,3.41,4.14
180,21,VfL Wolfsburg,3,2,SC Freiburg,1.64,3.61,4.95
181,21,FSV Mainz 05,1,1,Hannover 96,1.97,3.32,3.60
182,21,Bayern Munchen,2,0,Kaiserslautern,1.13,7.29,16.20
183,21,Werder Bremen,1,1,TSG Hoffenheim,1.85,3.39,3.89
184,21,Borussia Dortmund,1,0,Bayer Leverkusen,1.45,4.03,6.69
185,21,VfB Stuttgart,5,0,Hertha Berlin,1.83,3.40,3.96
186,21,Borussia Monchengladbach,3,0,Schalke 04,2.33,3.25,2.83
187,21,Augsburg,0,0,Nurnberg,2.58,3.18,2.59
188,21,FC Koln,0,1,Hamburger SV,2.83,3.26,2.33
189,22,TSG Hoffenheim,1,1,FSV Mainz 05,2.13,3.24,3.25
190,22,Hamburger SV,1,3,Werder Bremen,2.14,3.29,3.17
191,22,Kaiserslautern,1,2,Borussia Monchengladbach,3.00,3.21,2.27
192,22,Nurnberg,2,1,FC Koln,1.80,3.41,4.24
193,22,Hertha Berlin,0,1,Borussia Dortmund,6.24,3.81,1.51
194,22,Bayer Leverkusen,4,1,Augsburg,1.47,3.95,6.59
195,22,SC Freiburg,0,0,Bayern Munchen,8.27,4.85,1.33
196,22,Schalke 04,4,0,VfL Wolfsburg,1.61,3.69,5.18
197,22,Hannover 96,4,2,VfB Stuttgart,2.35,3.20,2.85
198,23,Borussia Monchengladbach,1,1,Hamburger SV,1.73,3.50,4.49
199,23,VfB Stuttgart,4,1,SC Freiburg,1.66,3.57,4.78
200,23,FSV Mainz 05,4,0,Kaiserslautern,1.73,3.43,4.50
201,23,VfL Wolfsburg,1,2,TSG Hoffenheim,2.17,3.24,3.13
202,23,FC Koln,0,2,Bayer Leverkusen,3.40,3.32,2.03
203,23,Augsburg,3,0,Hertha Berlin,2.53,3.14,2.61
204,23,Werder Bremen,0,1,Nurnberg,1.73,3.49,4.37
205,23,Bayern Munchen,2,0,Schalke 04,1.41,4.27,6.96
206,23,Borussia Dortmund,3,1,Hannover 96,1.26,5.20,10.35
207,24,Hamburger SV,0,4,VfB Stuttgart,2.03,3.32,3.44
208,24,Kaiserslautern,0,0,VfL Wolfsburg,2.24,3.22,3.04
209,24,Bayer Leverkusen,2,0,Bayern Munchen,4.19,3.43,1.80
210,24,Hannover 96,2,2,Augsburg,1.70,3.49,4.73
211,24,Hertha Berlin,1,0,Werder Bremen,2.47,3.21,2.70
212,24,SC Freiburg,2,1,Schalke 04,3.89,3.41,1.87
213,24,Borussia Dortmund,2,1,FSV Mainz 05,1.27,5.03,10.57
214,24,Nurnberg,1,0,Borussia Monchengladbach,2.89,3.18,2.32
215,24,TSG Hoffenheim,1,1,FC Koln,1.62,3.60,5.19
216,25,VfB Stuttgart,0,0,Kaiserslautern,1.72,3.53,4.55
217,25,FSV Mainz 05,2,1,Nurnberg,1.83,3.40,4.09
218,25,VfL Wolfsburg,3,2,Bayer Leverkusen,2.85,3.24,2.35
219,25,Borussia Monchengladbach,0,0,SC Freiburg,1.47,4.13,6.16
220,25,FC Koln,1,0,Hertha Berlin,2.32,3.22,2.89
221,25,Bayern Munchen,7,1,TSG Hoffenheim,1.23,5.62,10.82
222,25,Augsburg,0,0,Borussia Dortmund,8.32,4.48,1.35
223,25,Werder Bremen,3,0,Hannover 96,1.98,3.36,3.55
224,25,Schalke 04,3,1,Hamburger SV,1.74,3.52,4.44
225,26,TSG Hoffenheim,1,2,VfB Stuttgart,2.34,3.24,2.86
226,26,Augsburg,2,1,FSV Mainz 05,2.90,3.22,2.32
227,26,Nurnberg,1,3,VfL Wolfsburg,2.05,3.29,3.43
228,26,Hamburger SV,1,3,SC Freiburg,1.70,3.54,4.68
229,26,Borussia Dortmund,1,0,Werder Bremen,1.36,4.46,8.25
230,26,Bayer Leverkusen,1,2,Borussia Monchengladbach,2.10,3.26,3.31
231,26,Hertha Berlin,0,6,Bayern Munchen,7.48,4.17,1.41
232,26,Kaiserslautern,1,4,Schalke 04,3.14,3.25,2.18
233,26,Hannover 96,4,1,FC Koln,1.56,3.70,5.68
234,27,VfL Wolfsburg,2,1,Hamburger SV,2.05,3.36,3.34
235,27,Werder Bremen,1,1,Augsburg,1.67,3.59,4.93
236,27,Borussia Monchengladbach,1,2,TSG Hoffenheim,1.64,3.59,5.11
237,27,Bayern Munchen,2,1,Hannover 96,1.19,6.11,13.28
238,27,SC Freiburg,2,0,Kaiserslautern,2.01,3.28,3.54
239,27,FSV Mainz 05,1,3,Hertha Berlin,1.68,3.51,4.85
240,27,Schalke 04,2,0,Bayer Leverkusen,2.01,3.36,3.45
241,27,VfB Stuttgart,1,0,Nurnberg,1.80,3.42,4.12
242,27,FC Koln,1,6,Borussia Dortmund,7.35,4.24,1.40
243,28,Borussia Dortmund,4,4,VfB Stuttgart,1.29,4.83,9.51
244,28,Nurnberg,0,1,Bayern Munchen,8.63,4.60,1.32
245,28,Augsburg,2,1,FC Koln,2.04,3.35,3.41
246,28,Kaiserslautern,0,1,Hamburger SV,2.45,3.24,2.73
247,28,Werder Bremen,0,3,FSV Mainz 05,2.02,3.32,3.45
248,28,Bayer Leverkusen,0,2,SC Freiburg,1.61,3.70,4.98
249,28,Hertha Berlin,1,4,VfL Wolfsburg,2.37,3.26,2.80
250,28,Hannover 96,2,1,Borussia Monchengladbach,2.52,3.17,2.61
251,28,TSG Hoffenheim,1,1,Schalke 04,2.93,3.26,2.29
252,29,VfB Stuttgart,4,1,FSV Mainz 05,1.98,3.34,3.47
253,29,FC Koln,1,1,Werder Bremen,2.74,3.26,2.38
254,29,Kaiserslautern,1,2,TSG Hoffenheim,2.55,3.23,2.63
255,29,Bayern Munchen,2,1,Augsburg,1.12,7.52,17.79
256,29,VfL Wolfsburg,1,3,Borussia Dortmund,5.47,3.79,1.57
257,29,SC Freiburg,2,2,Nurnberg,2.17,3.23,3.14
258,29,Borussia Monchengladbach,0,0,Hertha Berlin,1.58,3.69,5.57
259,29,Schalke 04,3,0,Hannover 96,1.70,3.57,4.59
260,29,Hamburger SV,1,1,Bayer Leverkusen,2.60,3.27,2.53
261,30,Hertha Berlin,1,2,SC Freiburg,2.30,3.27,2.91
262,30,Werder Bremen,2,2,Borussia Monchengladbach,2.43,3.23,2.74
263,30,Augsburg,1,3,VfB Stuttgart,2.70,3.19,2.45
264,30,FSV Mainz 05,4,0,FC Koln,1.65,3.65,4.89
265,30,Hannover 96,2,0,VfL Wolfsburg,2.06,3.40,3.29
266,30,Borussia Dortmund,1,0,Bayern Munchen,2.57,3.26,2.56
267,30,Nurnberg,4,1,Schalke 04,2.90,3.23,2.32
268,30,TSG Hoffenheim,4,0,Hamburger SV,2.17,3.27,3.14
269,30,Bayer Leverkusen,3,1,Kaiserslautern,1.46,4.14,6.40
270,31,VfB Stuttgart,4,1,Werder Bremen,1.89,3.40,3.75
271,31,VfL Wolfsburg,1,2,Augsburg,1.72,3.49,4.47
272,31,Hamburger SV,1,0,Hannover 96,2.33,3.29,2.82
273,31,Schalke 04,1,2,Borussia Dortmund,2.93,3.31,2.27
274,31,Bayer Leverkusen,3,3,Hertha Berlin,1.54,3.77,5.77
275,31,Kaiserslautern,0,2,Nurnberg,2.55,3.23,2.58
276,31,Bayern Munchen,0,0,FSV Mainz 05,1.25,5.28,10.65
277,31,Borussia Monchengladbach,3,0,FC Koln,1.50,3.87,6.05
278,31,SC Freiburg,0,0,TSG Hoffenheim,2.24,3.30,2.98
279,32,FSV Mainz 05,0,0,VfL Wolfsburg,2.00,3.39,3.41
280,32,TSG Hoffenheim,0,1,Bayer Leverkusen,2.45,3.28,2.72
281,32,Hertha Berlin,1,2,Kaiserslautern,1.59,3.75,5.38
282,32,FC Koln,1,1,VfB Stuttgart,3.60,3.46,1.93
283,32,Werder Bremen,1,2,Bayern Munchen,3.97,3.59,1.82
284,32,Nurnberg,1,1,Hamburger SV,2.12,3.28,3.25
285,32,Borussia Dortmund,2,0,Borussia Monchengladbach,1.42,4.16,7.45
286,32,Augsburg,1,1,Schalke 04,3.04,3.30,2.21
287,32,Hannover 96,0,0,SC Freiburg,1.83,3.44,4.00
288,33,Bayer Leverkusen,1,0,Hannover 96,1.88,3.45,3.84
289,33,Hamburger SV,0,0,FSV Mainz 05,2.09,3.27,3.34
290,33,TSG Hoffenheim,2,3,Nurnberg,1.88,3.43,3.89
291,33,Bayern Munchen,2,0,VfB Stuttgart,1.50,4.07,5.88
292,33,SC Freiburg,4,1,FC Koln,2.26,3.32,2.95
293,33,Borussia Monchengladbach,0,0,Augsburg,1.74,3.53,4.49
294,33,Kaiserslautern,2,5,Borussia Dortmund,6.51,4.06,1.47
295,33,VfL Wolfsburg,3,1,Werder Bremen,2.08,3.39,3.24
296,33,Schalke 04,4,0,Hertha Berlin,1.51,4.02,5.90
297,34,FSV Mainz 05,0,3,Borussia Monchengladbach,2.36,3.31,2.80
298,34,FC Koln,1,4,Bayern Munchen,4.63,3.72,1.68
299,34,Werder Bremen,2,3,Schalke 04,2.47,3.36,2.63
300,34,Nurnberg,1,4,Bayer Leverkusen,2.50,3.31,2.61
301,34,Augsburg,1,0,Hamburger SV,2.39,3.29,2.76
302,34,VfB Stuttgart,3,2,VfL Wolfsburg,2.03,3.50,3.31
303,34,Borussia Dortmund,4,0,SC Freiburg,1.31,4.96,8.72
304,34,Hannover 96,2,1,Kaiserslautern,1.38,4.47,7.68
305,34,Hertha Berlin,3,1,TSG Hoffenheim,1.92,3.51,3.62
